,start,end,text
275,1017.0999999999999,1022.62, I've even had drop calls back when they were using the Intel modems these days.
276,1022.62,1024.3799999999999, Pretty darn good in this respect as well.
277,1024.3799999999999,1025.82, Couple other advantages.
278,1025.82,1029.46," You have the emergency SOS features on boards, satellite."
279,1029.46,1035.1399999999999," You mean features like the resell advantage, the iPhone 15 one that you way more money"
280,1035.1399999999999,1041.46, back when you go to head and trade this versus like something like a galaxy S 23 unless you
281,1041.46,1047.14," trade the Samsung or maybe even a like pixel, you know, eight, a regular model."
282,1047.14,1050.98, These phones drop in value much faster than iPhone 15.
283,1050.98,1055.3, So this phone right here really does have quite a few advantages even if it has that
284,1055.3,1056.54, weaker 60 Hertz panel.
285,1056.54,1060.9, And I forgot to mention that this actually has the same pixels per inch and brightness
286,1060.9,1063.38, as the pro.
287,1063.38,1067.7," So again, making a cell a case for itself with the higher brightness display."
288,1067.7,1069.94, Now I'm not going to say this thing is perfect.
289,1069.94,1070.94, What are the cons?
290,1070.94,1072.26, No split screen.
291,1072.26,1075.3, You could split screen on every Samsung phone this size.
292,1075.3,1076.54, Still no split screen.
293,1076.54,1079.42, That makes it weaker than the competition there.
294,1079.42,1086.3400000000001, You can also get a better zoom on a lot of phones in this at a cheaper price or the same
295,1086.3400000000001,1087.46, price.
296,1087.46,1093.3," You can also get way more features on competing phones, better screens like in terms of 120"
297,1093.3,1098.46," Hertz, maybe more vibrant, bigger, much bigger for the price."
298,1098.46,1102.66," But everything else I said, this is still a great option for you."
299,1102.66,1103.66, Conclusion.
300,1103.66,1107.54, You got the ecosystem advantage of Apple if you're into that.
301,1107.54,1113.22," It's probably the best base model upgrade since the 11 model, since the 11 to the 12."
302,1113.22,1118.7, Remember when they changed from the iPhone 11 to the 12 and it was a bigger feeling change?
303,1118.7,1121.22, I think we have that again this year.
304,1121.22,1122.22, It's a very felt change.
305,1122.22,1125.58, It brings enough changes that I think even some people that were considering Pros and
306,1125.58,1131.86," Pro Max's would consider the base devices, the 15 and 15 Plus."
307,1131.86,1135.1399999999999," But if you really crave a smoother refresh, either wait until next year or go with the"
308,1135.1399999999999,1137.22," Pro, then that's it for me."
309,1137.22,1138.62, There's nothing else to say about it.
310,1138.62,1140.54, It's a good iPhone.
311,1140.54,1141.54, Is it groundbreaking?
312,1141.54,1146.6999999999998," No, but does it improve upon everything that we wanted to see Apple improve upon?"
313,1146.6999999999998,1149.02, Pretty much except for we don't have a ProMotion display.
314,1149.02,1150.82, Thumbs up if you enjoyed it.
315,1150.82,1152.46, Subscribe if you haven't already.
316,1152.46,1156.02," Let me know if you're picking up the iPhone 15, if you already have one, or you plan on"
317,1156.02,1159.74," getting one, or if you still have more questions, comment those down below."
318,1159.74,1161.5, Nick here helping you to master your technology.
319,1161.5,1163.82, I'll catch you all in the very next episode.
320,1163.82,1165.98," Thank you very much for watching, and peace."
