,start,end,text
59,970.0,996.0, Back up is not far away. That's one advantage of living in a herd.
60,996.0,1012.0," Just in time, the other buffalo rally to her cause."
61,1012.0,1028.0, Pick a fight with one and you must fight them all.
62,1028.0,1050.0, The lions are outnumbered and outmatched by a herd that stands shoulder to shoulder.
63,1050.0,1060.0," Together, this fortress of buffalo cannot be breached."
64,1060.0,1076.0," And for now, mothers and calves are safe."
65,1090.0,1118.0," Night and day, the blood's fingers fill deeper and deeper into the delta, spreading out and feeding the land."
66,1118.0,1134.0," Channels once empty, now overflow with the abundance of life."
67,1134.0,1150.0," As water and land merge and become one, a new world takes shape beneath the surface."
68,1150.0,1160.0," Here, migrants find a welcoming home."
69,1160.0,1166.0, Wild dogs revel in the flood's healing waters.
70,1166.0,1184.0, The emerging swamp makes a great playground.
71,1184.0,1200.0," There's something strange lurking here, and they can't resist investigating."
72,1214.0,1236.0, Not all that comes with the flood is welcome.
73,1236.0,1264.0," For a giant rock python, a wild dog pup would make a tasty meal."
74,1266.0,1284.0, The wild dogs are wary of this unknown visitor.
75,1284.0,1298.0, Although a pack this big could take him on.
76,1298.0,1324.0," When in doubt, the best approach is to live and let live."
77,1324.0,1332.0," In the cold of winter, the great flood has saturated the land."
78,1332.0,1344.0, Now begins one of the Acavunga's greatest spectacles.
79,1344.0,1350.0, Swarms of tiny insects fill the air.
80,1350.0,1360.0, Mages and mayflies.
81,1360.0,1364.0, Their emergence is a vital source of protein.
82,1364.0,1388.0, Another generous gift of the all-giving flood.
83,1388.0,1414.0, Even the quillia forgo their usual diet of seeds.
84,1414.0,1420.0, Other insects are drawn to the feast.
85,1420.0,1438.0," Dragonflies and their smaller cousins, damselflies."
86,1438.0,1447.0, Over a hundred different species gather here.
87,1447.0,1462.0, The Acavunga becomes home to one of the biggest concentrations of their kind anywhere on Earth.
88,1462.0,1477.0," They are here not only to feed, but to mate."
89,1477.0,1485.0, The male makes the first move.
90,1485.0,1490.0, Clasping his partner behind her head.
91,1490.0,1497.0, She bends toward him to receive his sperm.
92,1497.0,1514.0, They can remain locked in their heart-shaped embrace for hours.
93,1514.0,1539.0, The male will keep a firm grip on the female until she deposits their eggs.
94,1539.0,1543.0, And a new cycle of life begins.
95,1543.0,1549.0, Courtesy of the flood.
96,1549.0,1567.0," In just a few months, billions of gallons of water engulfed what was a vast savannah."
97,1567.0,1575.0," As the flood reaches its peak, only small islands break the surface."
98,1575.0,1591.0, And dry land is hard to come by.
99,1591.0,1598.0, There are some antelope that thrive in wetlands.
100,1598.0,1611.0," Ledgeway, with their long hind legs, can easily outrun any pursuers in this swamp."
101,1611.0,1638.0, Other animals find their own ways to adapt.
102,1638.0,1647.0," But if you're a giant, water is no barrier."
103,1647.0,1651.0, The flood brings new food.
104,1651.0,1667.0, And the elephant's needs are greater than most.
105,1669.0,1689.0," They act as tree surgeons, removing the weakest."
106,1689.0,1700.0, The sound of a falling tree rings out like a dinner bell.
107,1700.0,1704.0, All with an earshot rush in.
108,1704.0,1711.0, And very little will be wasted.
109,1734.0,1761.0," In a few hours, only a skeleton remains."
110,1761.0,1766.0, Sword grass chokes the waterways.
111,1766.0,1776.0, Keeping this in check is another job for the constant gardener.
112,1776.0,1785.0, An elephant can rip out the grass by the root.
113,1785.0,1809.0, Rinse it off and eat it by the tongue.
114,1809.0,1817.0, The elephant's insatiable appetites make them the architects of the swamp.
115,1817.0,1828.0," By managing vegetation, they direct the flow of water."
116,1839.0,1862.0," But underwater, even more construction work is done."
117,1862.0,1884.0, And the hippopotamus is the Akavango's greatest engineer.
118,1884.0,1902.0, Hippos of natural-born earth-moving machines.
119,1902.0,1929.0," With their massive lumbering bodies, they reconstruct the underwater world simply by moving."
120,1929.0,1954.0, The flood's main arteries are now deep channels.
121,1954.0,1969.0, And hippos are right at home.
122,1969.0,1978.0, They are the masters of this realm.
123,1978.0,2007.0, Not even crocodiles dare to challenge them.
124,2007.0,2028.0, They are the masters of this realm.
125,2028.0,2041.0," Able to hold their breath for up to five minutes, hippos are perfectly adapted to their workplace."
126,2041.0,2064.0," As they move in search of food, they bulldoze paths through the vegetation."
127,2064.0,2077.0," Soon there's a network of hipposized highways,"
128,2077.0,2085.0," linking the larger rivers to the smaller pools,"
129,2085.0,2096.0, linking the smaller pools to the flood plains.
130,2096.0,2103.0," Where these highways lead, the water follows."
131,2103.0,2117.0," Hippos direct the flow, creating the watery web that shapes the entire delta."
132,2117.0,2126.0," On the flat open flood plains, the water begins to slow."
133,2126.0,2134.0, Water lilies thrive in the shallows.
134,2134.0,2148.0," They root in thick mud, and their candelabra stems reach for the sky."
135,2148.0,2160.0," The lily pads spread across the surface, fragile and paper thin."
136,2160.0,2170.0," But for one special word, the pads are floating home."
137,2178.0,2199.0, This is the lily trotter.
138,2199.0,2211.0," With oversized feet, he can skip across the water from pad to pad."
139,2211.0,2223.0, But life in the swamp is a delicate balance.
140,2223.0,2236.0, His home is being invaded by a giant.
141,2236.0,2261.0, One whose feeding habits could wreck this warp.
142,2261.0,2268.0, The flowers and lily pads are of little interest to this elephant.
143,2268.0,2282.0, It's the nutritious stems and roots he's after.
144,2282.0,2306.0," To satisfy his appetite, he'll yank out hundreds of them in a day."
145,2306.0,2313.0, But this lily trotter can simply escape to a different pond.
146,2313.0,2332.0, This is home and he has a nest to protect.
147,2332.0,2340.0, He's a father who takes his domestic responsibility seriously.
148,2340.0,2347.0, His mate laid her eggs and then she left the rest up to him.
149,2347.0,2354.0, Now he's a single parent and a stay at home dad.
150,2354.0,2362.0, He's been tending his floating nest for 21 days.
151,2362.0,2374.0, But today he must rise to a new challenge.
152,2384.0,2398.0, There's no mistaking those legs.
153,2398.0,2414.0, His first chick is making a somewhat awkward entrance.
154,2414.0,2424.0, Housekeeping is a priority to hide any evidence of the new young one.
155,2424.0,2438.0," He removes the shell from the nest, breaks it up and sinks it."
156,2438.0,2447.0, Now he'll keep his first chick safely tucked away.
157,2447.0,2453.0, It might take two more days before his others hatch.
158,2453.0,2473.0, He just needs to hold on tight.
159,2473.0,2481.0, This devoted dad now has two chicks.
160,2481.0,2489.0, He keeps a watchful eye on the newly hatched little traitors as they find their footing.
161,2489.0,2504.0," When your only two inches tall, obstacles are everywhere."
162,2504.0,2509.0, Exploring this watery world can be tricky.
163,2509.0,2522.0, A gap between the paths presents a serious water hazard.
164,2522.0,2542.0, Tries he might. Dad is only making things worse while his chick struggles.
165,2542.0,2557.0, Desperate times demand desperate measures.
166,2557.0,2571.0, That was a close call.
167,2571.0,2586.0," Taking both chicks under his wing, he'll keep them out of trouble for now."
168,2586.0,2608.0," But even for a hard-working dad like this one, a third chick will be a real handful."
169,2608.0,2620.0, The great flood has changed everything it touched.
170,2620.0,2626.0, The world has turned.
171,2626.0,2646.0, New creatures lurk in the dappled light of the swamp.
172,2646.0,2657.0, Lions are no longer in command.
173,2657.0,2669.0, They don't mind getting their feet wet.
174,2669.0,2697.0," But with their hunting grounds submerged, they've lost their usual advantages."
175,2697.0,2726.0, Perhaps it's better to go after something a little slower.
176,2726.0,2737.0, The lions try to corner a lone hippo.
177,2737.0,2765.0," If he reaches deep water, he'll be in his element, and they'll be out of theirs."
178,2765.0,2783.0, He makes his move before they can make theirs.
179,2783.0,2799.0, And he's safe.
180,2799.0,2811.0, The flood has brought challenges and promise.
181,2811.0,2819.0, The only constant here is constant change.
182,2819.0,2839.0, And even greater changes lie ahead.
183,2839.0,2846.0," Four months after it began, the flood is at its peak."
184,2846.0,2854.0," Billions of gallons of water have now spilled into the Kalahari,"
185,2854.0,2873.0, Creating a vast wetland that fans out for thousands of square miles.
186,2873.0,2886.0, The archivangle overflows with life.
187,2886.0,2897.0," Beneath the surface, a whole new world has taken root."
188,2897.0,2905.0, Secret gardens flourish.
189,2905.0,2919.0, Fish flit in forests of lilies.
190,2919.0,2936.0, And the largest residents have all the space they need.
191,2936.0,2951.0, The great flood is the gift that keeps on giving.
192,2951.0,2979.0," Crocodiles are in their element, waiting in the shallows of the swamp."
193,2979.0,2989.0, Lions cautiously navigate their now unfamiliar territory.
194,2989.0,3005.0," To patrol what was once all theirs, they must cross the swamp."
195,3005.0,3020.0, These brothers must stick together.
196,3020.0,3032.0, And watch each other's backs.
197,3032.0,3042.0, But they're entering a place of unseen perils.
198,3062.0,3072.0, And watch each other's backs.
199,3072.0,3082.0, And watch each other's backs.
200,3082.0,3092.0, And watch each other's backs.
201,3092.0,3102.0, And watch each other's backs.
202,3102.0,3112.0, And watch each other's backs.
203,3112.0,3122.0, And watch each other's backs.
204,3122.0,3130.0, And watch each other's backs.
205,3130.0,3148.0, The flood has changed all the rules.
206,3148.0,3154.0, The waters remain high for several months.
207,3154.0,3158.0, But the archivango is an inland delta.
208,3158.0,3170.0, Countless channels meander without ever reaching the sea.
209,3170.0,3178.0," Instead, after nurturing the land and its creatures,"
210,3178.0,3190.0," The water slowly disappears, captured by the summer sun."
211,3190.0,3200.0," In this land of continual change, it's time for the next transformation."
212,3208.0,3216.0, Flashes of color sparkle on the receding waters.
213,3216.0,3228.0, Countless carmine beet eaters flock to the newly dried ground.
214,3228.0,3246.0, These summer visitors are here to find mates and start families.
215,3246.0,3264.0, They get to work digging out their nests.
216,3264.0,3276.0," Once the foundations of their seasonal city are laid out, all attention turns to courtship."
217,3276.0,3290.0," And with so many rivals around, first impressions are everything."
218,3290.0,3296.0, Posturing with a prize proves you can provide.
219,3296.0,3310.0, If you can hold on to it.
220,3320.0,3334.0, It's every bird for himself.
221,3334.0,3346.0, As males try to prove they have the right stuff.
222,3346.0,3352.0," Finally, winners are declared."
223,3352.0,3358.0, And matches are made.
224,3358.0,3366.0," But just as they're getting down to business,"
225,3366.0,3380.0, In walks trouble.
226,3380.0,3394.0, An intruder slithers into the city of Carmines.
227,3394.0,3404.0, A monitor lizard on the lookout for eggs and chicks.
228,3404.0,3420.0, Rivalries are forgotten as the Carmines form a united front.
229,3420.0,3446.0, They'll do whatever it takes to safeguard the next generation.
230,3446.0,3466.0," Turning the tables on the Chancellor, they send him packing."
231,3466.0,3480.0," As the land begins to dry, there are opportunities for those who can seize the tactical advantage."
232,3480.0,3488.0, Wild dogs work the edge of the swamp.
233,3488.0,3498.0, They're a coordinated team with a cunning strategy.
234,3498.0,3508.0," Slowly, they push the impala to the water."
235,3508.0,3526.0, Until there's only one place left to go.
236,3526.0,3532.0, The dog's trap is set.
237,3532.0,3542.0, Or is it?
238,3542.0,3562.0, They aren't the only ones with eyes on this prize.
239,3562.0,3590.0, The dogs are about to be robbed.
240,3590.0,3618.0, The dogs are about to be robbed.
241,3618.0,3628.0, The dogs are about to be robbed.
242,3628.0,3638.0, The dogs are about to be robbed.
243,3638.0,3650.0, Brains and doggy determination wins out this time.
244,3650.0,3670.0, But the dogs must always be on their game in this constantly changing world.
245,3670.0,3690.0, The dogs must always be on their game in this constantly changing world.
246,3690.0,3700.0, This family is up early.
247,3700.0,3708.0, Even in paradise it's the early bird that gets the worm.
248,3708.0,3712.0, So they're off with the dawn.
249,3712.0,3718.0, Fresh delicacies emerge as the channels dry out.
250,3718.0,3738.0, The falling water levels reveal lilies and sedges.
251,3738.0,3746.0, It takes patience and hard work.
252,3746.0,3760.0, It's worth the effort.
253,3760.0,3780.0, There's plenty of food here for the whole troop and the neighbors.
254,3780.0,3786.0, The patriarch keeps a watchful eye.
255,3786.0,3814.0, The abundance can breed discord.
256,3814.0,3840.0," In a growing baboon troop, young males push their limits, trying to fight their way up the ranks."
257,3840.0,3868.0, It's up to the boss to restore order.
258,3868.0,3888.0, It's up to the boss to restore order.
259,3888.0,3900.0, The squabbling has drawn unwelcome attention.
260,3900.0,3914.0, Internal tensions are brushed aside.
261,3914.0,3934.0, The squabbling has drawn unwelcome attention.
262,3934.0,3952.0," As the sun evaporates the water from above, the vegetation siphons it off from below."
263,3952.0,3962.0," With falling water levels, some residents need to relocate."
264,3962.0,3988.0," A young male hippo has outgrown his pool out of his element, but he'll trudge for miles if he has to."
265,3988.0,4004.0, He's just looking for a place to live.
266,4004.0,4014.0, But he could be wading into trouble.
267,4014.0,4034.0," This pool already has a tenant, a big wall, and he doesn't want a roommate."
268,4034.0,4054.0," This pool already has a tenant, a big wall, and he doesn't want a roommate."
269,4054.0,4076.0," This pool already has a tenant, a big wall, and he doesn't want a roommate."
270,4076.0,4084.0," This pool already has a tenant, a big wall, and he doesn't want a roommate."
271,4084.0,4096.0," This pool already has a tenant, a big wall, and he doesn't want a roommate."
272,4096.0,4106.0," This pool already has a tenant, a big wall, and he doesn't want a roommate."
273,4106.0,4116.0," This pool already has a tenant, a big wall, and he doesn't want a roommate."
274,4116.0,4136.0, Creating rich breeding grounds for a wide range of aquatic life.
275,4136.0,4150.0," Now, as they begin to dry, these hidden treasures are exposed."
276,4150.0,4156.0, Open-build storks are the first to flock in.
277,4156.0,4170.0, They have just the tools to tackle another of the flood's seasonal offerings.
278,4170.0,4192.0," With bills like nutcrackers, they forage for snails in the shallows."
279,4192.0,4205.0, Millions of small fish that hatched out here on the flood plains are now leaving their nursery for deeper waters.
280,4205.0,4221.0, Black egrets arrive in hot pursuit.
281,4221.0,4225.0, These birds work under cover.
282,4225.0,4234.0," They form umbrellas with their wings, casting shadows that mimic water lily pads."
283,4234.0,4260.0, A perfect place for little fish to hide.
284,4260.0,4279.0, The illusion is fatal.
285,4279.0,4290.0," With attacks coming from all sides, the small fish make their escape."
286,4290.0,4302.0, They crawl the edges of the channels in long ribbons and make their way upstream.
287,4302.0,4330.0," But up ahead, others are waiting."
288,4330.0,4359.0," While large fish wait in ambush, shoals of small fish run the deadly gauntlet and are picked off one by one."
289,4360.0,4386.0, Survival in the drying delta is a game of hit and miss.
290,4386.0,4395.0," As the Aca-Lungos main channels start to run dry, sand banks are exposed."
291,4395.0,4405.0, The perfect nesting sites for African skimmers.
292,4405.0,4415.0," Nature has endowed them with extended lure beaks, perfect for catching small fish."
293,4415.0,4426.0, Summertime on the delta and the fishing is fine.
294,4426.0,4442.0, Synchronized squadrons ride the air in perfect formation.
295,4442.0,4457.0," A skimmer's bill slices the water until it encounters a fish, then snap."
296,4457.0,4469.0," Back at the nest, the anglers partner guards a precious secret."
297,4469.0,4484.0, Their newborn is ready for its first meal.
298,4484.0,4492.0, Food must be passed from beak to tiny beak.
299,4492.0,4503.0," If it's dropped, the parents can't pick it up from the sand."
300,4503.0,4514.0, This might take a while.
301,4514.0,4543.0," But dad will persevere and keep his grip on the groceries, even if it takes all day."
302,4543.0,4562.0," Finally, patience really is a virtue."
303,4562.0,4570.0, The sandbanks have become a nursery for little skimmers.
304,4570.0,4582.0, And lots of busy new parents are going through the same routine.
305,4582.0,4598.0," Skim, catch, feed, repeat."
306,4598.0,4616.0, The abundance of fish is the receding flood's parting gift to them all.
307,4616.0,4632.0, The savongos once watery world has disappeared into memory.
308,4632.0,4642.0, Evaporated into the sky above or absorbed by the land below.
309,4642.0,4648.0, Only small channels and pools still remain.
310,4648.0,4664.0," What was flood plain is now savanna, covered with succulent young grasses."
311,4664.0,4682.0, Heads of grazers move in to enjoy the harvest.
312,4682.0,4687.0, The lions now find solid footing.
313,4687.0,4697.0," They've returned, this time with young cups in tow."
314,4717.0,4737.0," With no swamp left for the antelope to escape into, the lions are back in business."
315,4737.0,4747.0, The lions now find solid footing.
316,4747.0,4757.0, The lions now find solid footing.
317,4757.0,4767.0, The lions now find solid footing.
318,4767.0,4777.0, The lions now find solid footing.
319,4777.0,4787.0, The dry flood plains are a lion's paradise.
320,4807.0,4833.0," With food in abundance, it's easy for a mother to provide for her family."
321,4833.0,4849.0, She and her cubs can eat their fill.
322,4849.0,4875.0," And in this time of plenty, her pride will grow ever stronger."
323,4875.0,4889.0, The flood makes its final retreat. Only permanent channels in the north are still flush with water.
324,4889.0,4899.0, Dense tangles of papyrus line the banks.
325,4899.0,4907.0, The floating rootbeds sway in the current and filter nutrients from the water.
326,4907.0,4919.0, They also provide lodgings for some very strange little fish.
327,4919.0,4925.0, Momerids have large brains in their oddly shaped heads.
328,4925.0,4938.0, They send out tiny electrical pulses to orientate through their murky surroundings.
329,4938.0,4946.0, The young fish emit pulses too small to be detected by most predators.
330,4946.0,4965.0, But now most of them have matured and they are now firmly on the radar of bigger fish.
331,4965.0,4971.0, Catfish have picked up their signals.
332,4971.0,4989.0, And so begins one of the Akavango's largest feeding frenzies.
333,4989.0,4999.0," Massing in vast schools, the catfish race along the edge of the papyrus"
334,4999.0,5011.0, And gorge themselves on momerids.
335,5029.0,5041.0, Ecrits and eagles are drawn to the frame.
336,5041.0,5052.0, Tigerfish hunt the momerids from below.
337,5052.0,5081.0, Only to find themselves targeted from above.
338,5081.0,5091.0, Even the hunters become hunted.
339,5091.0,5093.0, No wonder it's chaotic.
340,5093.0,5117.0, This deadly spectacle is unequaled anywhere on earth.
341,5117.0,5120.0, Temperatures are soaring.
342,5120.0,5125.0, Now the Akavango's summer heat reaches its peak.
343,5125.0,5136.0, The land is bone dry.
344,5136.0,5139.0, But the humidity is rising too.
345,5139.0,5149.0, And the elephants know there's rain on the horizon.
346,5149.0,5164.0, It's the perfect time for their babies to be born.
347,5164.0,5174.0, And other elephants are ready to meet.
348,5174.0,5177.0, Their hormones raging.
349,5177.0,5185.0, Bulls in must are very aggressive.
350,5185.0,5202.0, They're spoiling for a fight.
351,5202.0,5205.0, Now the Akavango dries out.
352,5205.0,5207.0, Tensions rise.
353,5207.0,5227.0, And bull elephants compete for the right to meet.
354,5227.0,5237.0, Sparring escalates to full blown combat.
355,5257.0,5265.0," Once blood is drawn, victory is declared."
356,5288.0,5297.0, Lightning storms herald the approach of rain.
357,5297.0,5303.0," But with the land still as dry as tender,"
358,5303.0,5307.0, fire is born.
359,5317.0,5337.0, Each year vast swathes of the Akavango burn.
360,5347.0,5364.0, The flames trigger the next stage of the Akavango's miraculous cycle.
361,5364.0,5367.0," Where a giant papyrus once dominated,"
362,5367.0,5374.0, dry peat beds are consumed in the inferno.
363,5374.0,5383.0," They release valuable nutrients,"
364,5383.0,5391.0, ready to be washed back into the system when the rains arrive.
365,5404.0,5414.0, The water is filled with water.
366,5414.0,5424.0, The water is filled with water.
367,5424.0,5434.0, The water is filled with water.
368,5434.0,5444.0, The water is filled with water.
369,5444.0,5454.0, The water is filled with water.
370,5454.0,5464.0, The water is filled with water.
371,5464.0,5480.0, The water is filled with water.
372,5480.0,5489.0, The water is filled with water.
373,5489.0,5493.0, Timing is everything.
374,5493.0,5501.0, Grasses and flowers burst into life.
375,5501.0,5510.0, Insects flourish.
376,5510.0,5525.0, And a new generation of Carmine bee eaters has fledged right on time.
377,5525.0,5533.0," In this world of feast and famine,"
378,5533.0,5541.0, Each seasonal change triggers an intricate sequence of miraculous events.
379,5541.0,5544.0," Soon the short summer rains will end,"
380,5544.0,5551.0," And the Yacovango will be dry for a few more months,"
381,5551.0,5555.0," Until the cycle begins again,"
382,5555.0,5562.0, With the return of the great flood.
383,5562.0,5579.0, Music
