,start,end,text
78,503.0,510.0," And, you know, my heart drops."
79,510.0,514.0, He instantly raced back down there.
80,514.0,519.0, The house was cordoned off and swarming with investigators.
81,519.0,526.0," As soon as Jeffrey said he was Zanna's father, he and Jasmine were escorted to the Moscow Police Department."
82,526.0,531.0," And Jasmine, what does the officer say to you and your father?"
83,531.0,540.0, I don't remember exactly. Just that four people passed away and no one was there.
84,540.0,548.0," You know, we're staying alive. This is your worst name here."
85,548.0,554.0," This happened, you know? What do you do? You can't do a damn thing."
86,554.0,564.0," 100 miles away, the Gonzovitz family also had been getting frantic calls saying something bad had happened to their daughter, Kaylee."
87,564.0,566.0, But no one knew what.
88,566.0,569.0," I just kept saying, what do I do? What do we do? What do we do?"
89,569.0,575.0," Finally, at around four in the afternoon, a deputy appeared at their door."
90,575.0,580.0," Then we said, what's going on? I can confirm your daughter's died. She passed away."
91,580.0,585.0," At one point, he said there were four victims and I said four and he said yes, ma'am."
92,585.0,589.0," I said, can you tell us if one of the victims was Maddie Mogan? And he said yes, ma'am."
93,593.0,597.0," Maddie Mogan, Kaylee's best friend from childhood."
94,597.0,602.0, Give us a sense of just how close Kaylee and Maddie were in life.
95,602.0,608.0, I think that they had a very amazing relationship.
96,608.0,615.0," The epitome of true best friends from very early, I mean, they were sisters through and through."
97,615.0,619.0, They were completely inseparable.
98,619.0,628.0," As soon as the news hit, Olivia, the eldest of the five Gonzovus children and her parents went into detective mode."
99,628.0,631.0, We had zero details. We just knew they were gone.
100,631.0,638.0, Olivia got into her sister's call log and frantically started cold calling recent numbers.
101,638.0,645.0, She says a friend told her that Kaylee had been at the corner club bar around 107 a.m.
102,645.0,650.0, and later texted a rideshare driver who Olivia managed to track down.
103,650.0,657.0," The rideshare driver said around 145, Kaylee had texted him requesting a ride from the grub truck,"
104,657.0,667.0," which is the local mac and cheese food truck, to take her back home to 112 King and she had with her another female."
105,667.0,672.0, Olivia then uncovered one of the most important leads in the case.
106,672.0,678.0, The rideshare driver told her about a camera mounted on the grub truck.
107,678.0,684.0, So I was able to look it up and find Kaylee on the video and I saw the girl that she was with was Maddie.
108,684.0,688.0, So at that point I knew Kaylee and Maddie were together.
109,688.0,692.0, They got into the car to go home together and alone.
110,692.0,700.0," The driver told her the exact time Kaylee and Maddie were dropped off at their house on King Road, 156 a.m."
111,700.0,705.0, A timeline she says she confirmed before the police.
112,705.0,708.0, I immediately took it to the police officers.
113,708.0,711.0, Here's her phone information.
114,711.0,714.0, Here's the right share driver's name.
115,714.0,721.0, Olivia says Kaylee made a call to her boyfriend at 2.56 a.m. but he didn't answer.
116,721.0,726.0, The Guns' Allvices believe Kaylee fell asleep shortly after.
117,726.0,734.0, According to the police affidavit Kaylee and Maddie were stabbed to death between 4 and 4.25 a.m.
118,734.0,740.0," Just as they had done since they were little girls, they were sleeping in the same bed."
119,741.0,746.0," Those two best friends since little girls,"
120,746.0,750.0, I don't think there's anything more terrifying than what they went through.
121,750.0,753.0, I really don't.
122,753.0,761.0," The killer took four lives in a matter of minutes but he'd left behind two surviving roommates,"
123,761.0,765.0, one of whom would provide a key description of the intruder.
124,765.0,770.0," It was dressed in black, muscular build and very bushy eyebrows."
125,788.0,794.0," If there is one picture that speaks to the Idaho student murders, it is this."
126,794.0,800.0, Six smiling college students blissfully unaware of the carnage to come.
127,800.0,806.0," It's staged in a way that is almost, in a strange way, ominously predicting."
128,806.0,812.0, Investigative journalist Howard Bloom has written extensively on the student murders
129,812.0,816.0," for Graydon Carter's online magazine, Air Mail."
130,816.0,819.0, He is now writing a book on the case.
131,819.0,822.0, On the ends of the picture are the two survivors.
132,822.0,826.0, In the middle are the victims and they're huddled together.
133,826.0,831.0," Kaylee, with a beaming matty on her shoulders, friends for life."
134,831.0,836.0," Ethan, with his arm around Zana, young love in full bloom."
135,836.0,840.0, A moment that should have been a memory of their idyllic college years
136,840.0,847.0, would eternally be a reminder of the gruesome murders that put them in their graves.
137,848.0,854.0, What makes it so tragic is that forever preserved in this moment
138,854.0,857.0, they'll never be able to leave this moment.
139,857.0,862.0," Hours after this photo was taken, the four friends would be murdered."
140,862.0,867.0," Their deaths so violent, even the house seemed to be bleeding."
141,867.0,870.0, There's literally blood oozing out from the home.
142,870.0,872.0, You could see it on the exterior walls.
143,872.0,877.0, CBS News consultant Brianna Fox is a former FBI agent
144,877.0,881.0, and professor of criminology at the University of South Florida.
145,881.0,885.0, That's how bloody and gruesome the crime scene is.
146,885.0,890.0," According to the affidavit, which outlines law enforcement's investigation,"
147,890.0,893.0," the bodies of Zana and Ethan, who was sleeping over,"
148,893.0,898.0, were found in or near her bedroom on the second floor.
149,898.0,902.0, The bodies of Kaylee and Maddie were on the third floor
150,902.0,906.0, in the same single bed in Maddie's room.
151,906.0,910.0, How did your daughter die in that house? What do you know?
152,910.0,915.0, We know the autopsy. We know the means of what is officially how she died.
153,915.0,917.0, She was assaulted and stabbed.
154,917.0,920.0," Several, several times."
155,920.0,925.0," Her death certificate is the ugliest, disgustingest piece of paper"
156,925.0,928.0, that you will ever see in your life.
157,928.0,930.0, And every line is a horror show.
158,930.0,935.0," Every line, because there's causes of death and then there's contributions to death."
159,935.0,941.0," Kristi and Steve spoke to coroner Kathy Mabit before the gag order was issued,"
160,941.0,946.0, and they say she told them how the two friends were positioned in the bed.
161,946.0,950.0, The bed was up against the wall. The headboard was touching the wall
162,950.0,953.0, and the left side of the bed was touching the wall.
163,953.0,958.0, And we believe that Maddie was on the outside and Kaylee was on the inside.
164,958.0,963.0," According to coroner Mabit, the killer's first victim was Maddie, says Steve."
165,963.0,968.0," And then from Maddie, he moved on to your daughter."
166,968.0,971.0, You believe she had awakened at that point?
167,971.0,972.0, Yes.
168,972.0,976.0," Others have it, it's a show that she awakened and tried to get out of that situation."
169,976.0,981.0, The way the bed was set up is what she was trapped.
170,981.0,986.0, We know from the affidavit that Coburger's cell phone pinged in the vicinity of the house
171,986.0,989.0, 12 times prior to the murders.
172,989.0,994.0," Steve says before the gag order, one of the lead investigators told him"
173,994.0,998.0, they believe Coburger had been scouting out the house.
174,998.0,1004.0," You believe these visits were like, he was like on an intelligence mission, a scouting mission."
175,1004.0,1009.0," Looking at lifestyle patterns when they came and went, who came to the house?"
176,1009.0,1014.0," He had to know when people were coming, people were going."
177,1014.0,1019.0, It makes the Gunzolvices wonder if he'd ever gone inside the house.
178,1019.0,1026.0," I think that he at least had opened that door, went in, tested the waters, looked around."
179,1026.0,1032.0," Steve says the coroner told him the killer's rampage started on the third floor,"
180,1032.0,1035.0, where both Maddie and Kaylee had their bedrooms.
181,1035.0,1041.0, Christie thinks he wasn't expecting to find the two friends together in the same bed.
182,1041.0,1046.0, I do think that his plan went awry. I do think that he intended to kill one and killed four.
183,1046.0,1050.0, Brianna Fox also believes Zanna and Ethan were collateral damage.
184,1050.0,1056.0," According to the affidavit, Zanna received a DoorDash food delivery at 4 a.m."
185,1056.0,1060.0, then went back to her room on the second floor.
186,1060.0,1067.0," It's possible, says Fox, that Zanna, still awake, came face to face with the killer."
187,1067.0,1073.0," And she sees somebody that she doesn't expect, and I don't think he was expecting to see her either."
188,1073.0,1084.0," One of the two surviving roommates, Dylan Mortensen, later told the police that she heard what she thought was crying coming from Zanna's room."
189,1084.0,1090.0," She heard a male voice say something to the effect, it's okay, I'm going to help you."
190,1090.0,1096.0," Not something a killer would likely say to an intended target, says Fox."
191,1096.0,1100.0, He probably was trying to make a split second decision.
192,1100.0,1105.0, Do I run away? Do I kill her? What do I do? And he decided to kill her.
193,1105.0,1121.0," At approximately 4.17 a.m., police say an outside security camera less than 50 feet from Zanna's room picked up distorted audio of what sounded like voices, or a whimper followed by a loud thud."
194,1121.0,1127.0," Shortly after, Dylan, the surviving roommate, whose bedroom was near Zanna's, opened the door."
195,1127.0,1138.0," According to the police after David, when Dylan opens the door, she saw a man dressed in black with a black mask, and she says he has bushy eyebrows."
196,1138.0,1146.0, Those bushy eyebrows become very important when the police are making their identification.
197,1146.0,1153.0, The man with the bushy eyebrows kept walking to the rear of the house without harming Dylan.
198,1153.0,1162.0," Why was Dylan not killed? Again, there is no definitive answer. He didn't kill her because he didn't see her."
199,1162.0,1168.0, He was sort of transfixed on getting out. He didn't kill her because he was satiated.
200,1168.0,1173.0," Or he was simply too depleted to kill again, says Fox."
201,1173.0,1180.0," Even stabbing somebody for a minute and a half, not only is that overkill, but it actually would become rather exhausting."
202,1180.0,1189.0," The police believe the murder weapon, which has not been found, was a military-style K-bar knife similar to this one."
203,1189.0,1191.0, The details are disturbing.
204,1191.0,1199.0," This is not a civilian knife. It was actually meant to tear apart bone, ligaments, organs."
205,1199.0,1215.0, So this is a extremely brutal and something that you would never expect a person to walk in and want to commit unless they took some pleasure out of the brutality of it.
206,1215.0,1223.0," After seeing the intruder, Dylan, the surviving roommate, told investigators she locked herself in her room."
207,1223.0,1234.0," It would be almost eight hours before 911 was called, causing an uproar on social media criticizing Dylan's alleged inaction."
208,1234.0,1241.0, But Breanna Fox says it's not unusual for people to freeze or be too afraid to intervene.
209,1241.0,1246.0, She had no reason to know how to handle herself in that moment.
210,1246.0,1254.0," According to the affidavit, the male walked towards the back sliding glass door and presumably left the scene."
211,1254.0,1259.0," But committing murder and getting away with it are two different things, says Fox."
212,1259.0,1264.0," For an offender to get away with a crime, a murder, they have to bat a thousand."
213,1264.0,1270.0, They have to be absolutely perfect. They make one singular mistake. That's all it takes.
214,1270.0,1276.0, And that one possible mistake in this case may have been the sheath to the K-bar knife.
215,1276.0,1280.0, One like this was found on the bed next to Maddie Mogan.
216,1280.0,1286.0, It would lead investigators to the door of a man studying for a career in criminology.
217,1286.0,1290.0," Brian Koberger, the alleged killer."
218,1300.0,1318.0, Music
219,1318.0,1324.0, Day after day and week after week pass and there is no suspect that is arrested.
220,1324.0,1326.0, What was that time like for you?
221,1326.0,1328.0, How was the worst?
222,1328.0,1338.0," For 47 days after the murders, the families of Kaylee, Maddie, Zanna and Ethan and the country waited."
223,1338.0,1341.0, We do not have a suspect at this time.
224,1341.0,1346.0, And wept. And weighed in.
225,1346.0,1353.0, People of Idaho and those throughout our nation who provided information has been very impressive.
226,1353.0,1357.0," We received over 19,000 tips."
227,1357.0,1367.0," Then on December 30th, 2022, Brian Koberger was arrested in Albrighttsville, Pennsylvania."
228,1367.0,1373.0," At the time, his attorney said Koberger looked forward to being exonerated."
229,1373.0,1377.0, What goes through your mind when you see the face of the alleged killer?
230,1377.0,1380.0, I wonder who is this?
231,1380.0,1382.0, Why? You know?
232,1382.0,1385.0, I've never heard of the person before. It's still confusing. Why?
233,1385.0,1390.0," At this point, the families knew as much about Koberger as the public did."
234,1390.0,1398.0, A PhD candidate studying criminology just 10 miles away at Washington State University in Pullman.
235,1398.0,1411.0, I remember thinking I only have a few minutes to look up this individual and to try to get any credible information before things start getting wonky.
236,1411.0,1417.0, Some of Olivia Gonzovice's online discoveries of Koberger made her uneasy.
237,1417.0,1430.0," He had made a few posts on Reddit in which he was conducting, seems like a questionnaire, to people in prison or jail who had committed crimes."
238,1430.0,1433.0, How did you pick your victim or your target?
239,1433.0,1440.0," For seven weeks, the families and the country were left wondering."
240,1440.0,1446.0," I think for this type of an investigation, 47 days is actually quick."
241,1446.0,1454.0, Criminologist and CBS News consultant Brianna Fox says the Moscow police kept things moving.
242,1454.0,1461.0, Starting with a video canvas which produced footage from those early morning hours.
243,1461.0,1469.0, Showing a white car making three passes by the girl's house starting around 3.30 a.m.
244,1469.0,1476.0," Less than an hour later, investigators say the killer struck."
245,1476.0,1484.0," They noticed that this car approached King Road, left, came back, almost at a U-turn."
246,1484.0,1495.0, Finally went there around 4.06 in the morning and that car then departed in about 25 minutes and sped off.
247,1495.0,1508.0," Multiple surveillance cameras then captured that white car as it traveled what appeared to be a less direct route back to Pullman, Washington, arriving around 5.30 a.m."
248,1508.0,1515.0, That information helped investigators identify the make and model of the vehicle.
249,1515.0,1520.0, And we're looking for a 2011 to a 2013 Hyundai Elantra.
250,1520.0,1526.0, Washington State Police find the car parked outside graduate housing.
251,1526.0,1530.0, They get the license plate and they get Brian Colburger's name.
252,1530.0,1540.0, They get the driver's license and they see the bushy eyebrows that in the eyes of one of the Moscow detectives must be the eyebrows of the killer.
253,1540.0,1555.0," Now armed with a warrant, investigators retrieved cell tower data from that morning, which captured Colburger's phone around 2.47 a.m. in Pullman when it suddenly stopped connecting to the network."
254,1555.0,1564.0," According to the affidavit, this was also around the time cameras caught a white Elantra leaving his apartment complex."
255,1564.0,1573.0," There was indication that he turned off his cell phone, which is something that a lot of people do and they want to avoid law enforcement knowing they're whereabouts."
256,1573.0,1583.0, His cell phone signal was picked up again two hours later south of Moscow as it traveled back toward his apartment building.
257,1583.0,1593.0," The affidavit described a deeper dive into Colburger's phone history that revealed this was a familiar neighborhood to him, going back several months."
258,1593.0,1602.0, Cell phone records indicated that he has traveled past and was very near the vicinity of his crime scene on 12 separate occasions.
259,1602.0,1609.0," And towers actually captured a 13th trip, just hours after the murders."
260,1609.0,1613.0," A lot of killers, they like revisiting the memory of the crime."
261,1613.0,1617.0," You know, I won. I was able to get away with this and you guys won't catch me."
262,1617.0,1626.0, But they had one secret weapon to make their case. They had the knife sheath and there was a microscopic spot of DNA on this.
263,1626.0,1629.0, Could they tie this DNA to Colburger?
264,1629.0,1635.0," According to the affidavit, the DNA was found on the button snap of the sheath."
265,1635.0,1641.0," But when investigators ran it through the national database, there were no matches."
266,1641.0,1648.0, It's unclear if Brian Colburger knew law enforcement was watching when he left Washington in mid-December.
267,1648.0,1656.0," Colburger and his father, who had flown in from Pennsylvania, drove back home together in his white Alantra."
268,1656.0,1661.0," Colburger, from what I've heard, tells the father that he's in trouble with his job."
269,1661.0,1666.0, He doesn't know if he's learned enough about his son to want to make the drive back with him.
270,1666.0,1673.0," On the 2,500-mile journey from Washington, they are stopped twice for traffic violations."
271,1673.0,1675.0, Hello?
272,1675.0,1679.0, What's also interesting is Colburger's reaction to the police.
273,1679.0,1681.0, Is this your car?
274,1681.0,1682.0, Okay.
275,1682.0,1684.0, He's pretty calm and cool.
276,1684.0,1692.0," Colburger and son made it home to Albrightsville, Pennsylvania, where Bloom says investigators initiated a stealth operation."
277,1692.0,1700.0, What they did is they sent a team of Pennsylvania state troopers to Colburger's family's house.
278,1700.0,1715.0," The enforcement recovered Colburger's father's DNA from the trash outside their home, which tested as a high probability it was the biological father of whoever left DNA on the knife sheath."
279,1715.0,1720.0," So that was the eureka moment, which they decided they could get an arrest warrant."
280,1720.0,1726.0," At that point, they made the arrest of Brian Colburger, and they got a separate, essentially, search warrant for his DNA."
281,1726.0,1731.0, Investigators compared his DNA to the DNA on the knife sheath.
282,1731.0,1742.0," They say it was a statistical match, at least 5.37 octillion times more likely to be Colburger's than anyone else."
283,1743.0,1756.0," Where you sit today, are you certain that Brian Colburger is the killer?"
284,1756.0,1758.0, It was what you know.
285,1758.0,1763.0," I don't trust anybody or anything, so I have to see it myself. I have to see everything."
286,1764.0,1774.0," As the months pass, Steve and Kristi Gonzales remain a united front in wanting justice, but their weight has brought different perspectives."
287,1774.0,1779.0, Your mind is still open to the potential that it could have been someone else.
288,1779.0,1782.0, Of course. I go into that 100%.
289,1782.0,1783.0, Of course.
290,1786.0,1788.0, That's not where you are.
291,1788.0,1789.0, No.
292,1789.0,1790.0, That's fine.
293,1790.0,1795.0, I don't think there's any slam dunk.
294,1795.0,1803.0," Criminologist Breanna Fox says with the gag order in place, any hint of Colburger's defense has come from court documents."
295,1803.0,1806.0, It seems that the defense is alleging there was a arrest to judgment.
296,1806.0,1811.0, Law enforcement made an arrest too fast and they focused on their client too quickly.
297,1812.0,1817.0, A defense filing did reveal Colburger's alibi for the night of the murders.
298,1817.0,1822.0, It simply stated Mr. Colburger was out driving alone.
299,1822.0,1827.0, The defense is not necessarily having to prove that he's innocent. They just have to raise that.
300,1827.0,1834.0," Both Fox and Howard Bloom think the defense can find ways to poke holes in the prosecution's case,"
301,1834.0,1844.0," challenging some of the key evidence presented in the affidavit, including the cell phone location data and the white Alantra."
302,1844.0,1850.0, There's other concerns such as whether Brian Colburger's car was accurately identified at the onset
303,1850.0,1853.0, or if that was revised after knowing what Brian Colburger drove.
304,1853.0,1859.0," The cell phone data makes one suspicious of Colburger, but it's not convincing."
305,1859.0,1866.0, It's not putting someone at someone's doorstep. It's putting someone in someone's neighborhood.
306,1866.0,1874.0," If you can raise doubts about the validity and the accuracy of the cell phone data,"
307,1874.0,1882.0," I think you're halfway there to getting the case against Colburger, either a hung jury or a not guilty verdict."
308,1882.0,1886.0, And there's more according to the defense.
309,1886.0,1897.0," That there was no DNA or forensic evidence found from the crime scene at the apartment, car, office, or on Brian Colburger's person."
310,1897.0,1905.0, So they were basically alleging how could he have committed such a brutal murder and yet have no evidence found on him of that.
311,1905.0,1915.0," After consulting their own investigators, Kristi and Steve theorize that Colburger likely brought what they call a kill kit with him."
312,1915.0,1919.0, What do you mean by a kill kit? I think he had a backpack.
313,1919.0,1925.0," Okay, he had clothes. We don't know if it was coveralls, pants. We don't know."
314,1925.0,1933.0, A defense filing also claimed the presence of other unidentified male DNA was found on the premises.
315,1933.0,1943.0, Three separate and distinct male DNA profiles were found from the crime scene. Two were inside the house. One was outside on a glove.
316,1943.0,1949.0, The defense wants to know who are these people and what role could they have played in this whole story.
317,1949.0,1957.0, So what the defense is doing now is trying to look for other narratives that make sense.
318,1957.0,1966.0," Howard Bloom has written extensively about this case, including a piece on a possible alternative defense theory involving drugs."
319,1966.0,1975.0, Maybe someone had reneged on a drug payment and this was a retribution of vengeance for people not paying for drugs they had ordered.
320,1975.0,1984.0, I want you guys to respond to one thing that's out there because speculation that somehow drugs were involved in this attack.
321,1984.0,1994.0, That's just Hollywood nonsense. I just dismissed that because I understand our society wants to believe in some of these movies that they watch.
322,1994.0,2000.0, They don't have these crazy lives where they're crossing paths with people like that.
323,2000.0,2007.0, That storyline of it being drugs gives people a reason to think why it happened because nobody knows why.
324,2007.0,2014.0, And the reason I think it happened is because he wanted to. That's what he wanted to do. He wanted to commit a murder.
325,2014.0,2021.0, Brian Coburger's defense attorneys argue there's a lack of evidence linking their client to the students.
326,2021.0,2028.0, The defense is claiming that the defendant Brian Coburger and the victims have absolutely no connection. There's no motive.
327,2028.0,2035.0," In the minutes after Brian Coburger was publicly named, the Gonzovus family went online."
328,2035.0,2038.0, They just told us the name and we immediately started Googling.
329,2038.0,2046.0, They believe they had found a possible connection through Instagram and immediately took these screenshots.
330,2046.0,2052.0," From our investigation of the account, it appeared to be the real Brian Coburger account."
331,2052.0,2062.0," Among the people this account was following were Maddie Mogan and Kaylee Gonzovus, in addition to several people with the name Coburger."
332,2062.0,2068.0," But when we looked through those, it appeared to have other family members that were related to him."
333,2068.0,2078.0," At first, Steve, who works in IT, was skeptical, thinking someone created a fake account immediately following Coburger's arrest."
334,2078.0,2083.0," But according to the family, they uncovered more possible connections."
335,2083.0,2089.0, You would go to Maddie's Instagram account and look at her pictures and he liked them.
336,2089.0,2094.0," Brian's name was under a lot of Maddie's pictures, like that picture and that picture and that picture and that picture."
337,2094.0,2099.0, So he was actively looking at the Instagram accounts.
338,2099.0,2101.0, And the importance of that is what?
339,2101.0,2108.0, Just digital evidence that this particular account had some type of connection with the victims.
340,2108.0,2121.0," 48 hours has not confirmed the authenticity of this account, which has since been deleted, and the gag order prevents investigators from commenting."
341,2121.0,2132.0," After dedicating months looking for their own answers, the Gonzaleses say they are mentally prepared for trial, no matter when it begins."
342,2132.0,2134.0, I think he's done.
343,2134.0,2138.0, He's going to feel all of us just staring at the back of his head.
344,2138.0,2142.0, And he's going to know that we are the Gonzales family and he knows what he did to our daughter.
345,2151.0,2171.0, How could this happen to a group of kids that are doing everything the way they're supposed to do?
346,2171.0,2173.0, It's not known.
347,2173.0,2175.0, It's what keeps you awake at night.
348,2175.0,2178.0," And it's every day, all day."
349,2178.0,2180.0, It never stops.
350,2180.0,2182.0, Why? Why? Why?
351,2182.0,2184.0, There is no why.
352,2184.0,2195.0," It is as unexplainable today as it was the day Kaylee Gonzales, Maddie Mogan, Zana Kernodal, and Ethan Chapin were murdered."
353,2195.0,2198.0," I wish, I wish we knew."
354,2198.0,2208.0, They were all four of them were just such great people and made such an impact on the lives around them.
355,2208.0,2218.0," For now, the families are left with thoughts of what might have been."
356,2218.0,2224.0, Kaylee Jade Gonzales has been recommended to receive a posthumous bachelor's degree.
357,2224.0,2231.0, Her family will receive the diploma of the University of Idaho.
358,2231.0,2240.0," On May 13, 2023, exactly six months from the day of the murders, an occasion that would have been a cause for celebration,"
359,2240.0,2246.0, graduation was instead another reminder of what was lost.
360,2246.0,2253.0," Seeing all those graduation photos, it just, they should be here."
361,2253.0,2259.0, Graduation is just one of many milestones that will be missed.
362,2259.0,2270.0, She would have been my maid of honor and I probably would have been hers and it's like sad to have to go through those life moments without her.
363,2270.0,2279.0," Jasmine Kernodal planned to work side by side with her sister, Zanna, creating their own marketing business."
364,2279.0,2289.0, It's just not the same without her because she just brought such a crazy different energy than anybody else I've ever met.
365,2289.0,2297.0, Kaylee Gunsall this future was in sight. She had accepted a job in Austin working for an IT firm.
366,2297.0,2302.0," Kaylee not only pushed herself, say her parents, but pushed them."
367,2302.0,2311.0, We lost that person that would force us to make new memories and force us to go and take on something that seems a little daunting at first.
368,2311.0,2312.0, Guys!
369,2312.0,2322.0," For the Gunsall this is amid all the loss, there was an addition to the family when in February, Olivia gave birth to a baby girl."
370,2322.0,2329.0, So her name is Theodora Maddie Kay. Obviously Maddie Kay is after Maddie and Kaylee.
371,2329.0,2337.0," And if one were to believe in signs, there were, says Olivia, several with Theodora Maddie Kay's arrival."
372,2337.0,2345.0," In the hospital her room number, 1113, was the same as the date of the murders, November 13th."
373,2345.0,2356.0," And eerily, the time of birth, 421 a.m., is in the time frame that Kaylee and Maddie are believed to have been killed."
374,2357.0,2365.0," To have birth and life and firsts, first giggles, first walks, that they would be there somehow."
375,2365.0,2368.0," You know, even if it's just in namesake."
376,2370.0,2375.0, This is the Gonzales family. Maddie has truly been a blessing in our lives.
377,2375.0,2377.0, I'm Zana's sister.
378,2377.0,2388.0," The families of Kaylee, Maddie, Zana and Ethan have all searched for ways, sometimes together, to cope with a horrible new normal."
379,2388.0,2396.0, We all are always going to be there for each other and it's just difficult. We're all going through it in our own ways.
