,start,end,text
102,392.0,394.38, We're going to be diving into a bunch of these concepts soon.
103,394.44,397.76," So first, let's start with the basics."
104,397.76,398.76, Linguistics.
105,398.76,401.52, Linguistics is the study of language.
106,401.52,404.18, It focuses on everything from phonetics.
107,404.18,408.15999999999997, So the study of how speech sounds are produced and perceived.
108,408.15999999999997,412.08," Phonology, so the study of sound patterns and changes."
109,412.08,414.84," Morphology, the study of word structure."
110,414.84,418.04," Syntax, so the study of sentence structure."
111,418.04,421.32," Semantics, so the study of linguistic meaning."
112,421.32,424.36," Pragmatics, so in other words, the study of how language is used"
113,424.36,425.7, in context.
114,425.7,429.8," Historical linguistics, or the study of language change."
115,429.8,433.96000000000004," Sociolinguistics, or in other words, the study of the relation"
116,433.96000000000004,436.32, between language and society.
117,436.32,441.7," Computational linguistics, so the study of how computers can process human language."
118,441.7,447.82," And physiolinguistics, or the study of how humans acquire and use language."
119,447.82,449.1, So a lot.
120,449.1,452.04, Linguistics are the key to prompt engineering.
121,452.04,453.04, Why?
122,453.08000000000004,458.32, Understanding the nuances of language and how it is used in different contexts is crucial
123,458.32,460.96000000000004, for crafting effective prompts.
124,460.96000000000004,465.72," Not only that, but knowing how to use a grammar or language structure that is universally used"
125,465.72,470.52000000000004, will result in the AI system returning back the most accurate results.
126,470.52000000000004,476.04," As you can imagine, the sheer amount of data that it is trained on is most likely to mostly"
127,476.04,481.08000000000004, use the standard grammar and language structure that is universally used.
128,481.08,485.2, To sticking to the standardization is key.
129,485.2,486.59999999999997, Language Models
130,486.59999999999997,491.52, Imagine a world where computers possess the power to understand and generate human language.
131,491.52,496.68," A world where machines can chat, write stories, and even compose poetry."
132,496.68,501.32," In this magical realm, language models can come into play."
133,501.32,506.2, They are like the wizards of the digital realm capable of understanding and creating human-like
134,506.2,507.56, text.
135,507.56,513.12, A Language Model is a clever computer program that learns from a vast collection of written
136,513.12,514.28, text.
137,514.28,519.44," It takes in books, articles, websites, and all sorts of written resources allowing it"
138,519.44,522.8, to gather knowledge about how humans use language.
139,522.8,527.24," Just like a master linguist, it becomes an expert in the art of conversation, grammar,"
140,527.24,528.24, and style.
141,528.24,530.52, But how does this all work?
142,530.52,533.12," Well, imagine you feed a sentence."
143,533.12,538.28," The Language Model will then analyze the sentence, examine the order of words, their meanings,"
144,538.28,539.8, and the way they fit together.
145,539.8,545.28," Then, the Language Model would generate a prediction, or a continuation of the sentence"
146,545.28,548.64, that makes sense based on its understanding of the language.
147,548.64,553.24," It will weave words together one by one, creating a response that seems like it was"
148,553.24,555.8, crafted by a human being.
149,555.8,559.52," Imagine having a conversation with the Language Model, as if you were exchanging ideas with"
150,559.52,560.52, a digital friend.
151,561.0,564.8," You ask a question, and it responds with a well-crafted answer."
152,564.8,567.36," You tell a joke, and it counters with a witty remark."
153,567.36,571.68," It's like having a language expert by your side, always ready to assist and engage in"
154,571.68,572.68, conversation.
155,572.68,577.0," Now, you may wonder where these Language Models are used."
156,577.0,581.3199999999999," They can be found in various places, from your smartphone's virtual assistants, to"
157,581.3199999999999,586.16," customer service chatbots, and even in the creative realm of writing."
158,586.16,590.56," They help us find information, offer suggestions, and create content."
159,590.56,595.6," But, remember, while Language Models possess incredible abilities, they still rely on the"
160,595.6,598.36, humans who create and train them.
161,598.36,603.9599999999999," They are, in fact, a fusion of human ingenuity and the power of algorithms, blending the best"
162,603.9599999999999,604.9599999999999, of both worlds.
163,604.9599999999999,609.28," Let's start off by looking at the history of Language Models, starting with the first"
164,609.28,612.3199999999999," AI, Eliza, back in the 60s."
165,612.32,619.0, Eliza is an early natural language processing computer program created from 1964 to 1966
166,619.0,622.5600000000001, at MIT by Joseph Wiesenbaum.
167,622.5600000000001,626.6, Eliza was designed to simulate a conversation with a human being.
168,626.6,631.7600000000001," Eliza had a special knack for mimicking a Rigerian psychotherapist, someone who essentially"
169,631.7600000000001,636.7600000000001, listens attentively and asks probing questions to help people explore their thoughts and
170,636.7600000000001,637.7600000000001, feelings.
171,637.7600000000001,642.1600000000001, Eliza's secret weapon was its mastery of pattern matching.
172,642.16,648.04," Eliza had a treasure trove of predefined patterns, each associated with specific responses."
173,648.04,652.48, These patterns were like magical spells that allowed Eliza to understand and respond to
174,652.48,654.36, human language.
175,654.36,658.68," When you engage in a conversation with Eliza, it would carefully analyze your input, seeking"
176,658.68,660.0, patterns and keywords.
177,660.0,664.76," It would then transform your words into a series of symbols, searching for patterns"
178,664.76,667.8, that match those symbols in its repertoire.
179,667.8,672.4399999999999," Once a pattern was detected, Eliza would work its magic by transforming your words into"
180,672.4399999999999,677.3199999999999, a question or statement that aimed to explore your thoughts and emotions.
181,677.3199999999999,682.3599999999999," It was as if Eliza was holding up a metaphorical mirror, encouraging you to delve deeper into"
182,682.3599999999999,684.3599999999999, your own thinking.
183,684.3599999999999,689.24," For example, if you said something like, I feel sad, Eliza would detect the pattern and"
184,689.24,693.68," respond with a question like, why do you think you feel sad?"
185,693.68,699.4," It encouraged reflection and introspection, just like a caring therapist would."
186,699.4,701.8399999999999, But here's the delightful twist.
187,701.8399999999999,706.68," Eliza didn't truly understand what you were saying, it was just a clever illusion."
188,706.68,712.16, It used pattern matching and some creative programming tricks to create the illusion of
189,712.16,717.56, understanding while in reality it was just following a set of predefined rules.
190,717.56,723.3199999999999," Yet, even though Eliza was a simple program, people were often captivated by its conversation"
191,723.32,724.6800000000001, abilities.
192,724.6800000000001,729.5600000000001, They felt heard and understood even if they knew they were talking to a machine.
193,729.5600000000001,733.72, It was like having a digital confident who was always ready to listen and offer gentle
194,733.72,734.72, guidance.
195,734.72,740.12," Eliza's creator, Weisenbaum, intended the program as a method to explore communication"
196,740.12,742.12, between humans and machines.
197,742.12,747.48," He was surprised and shocked that individuals, including his secretary, attributed human-like"
198,747.48,750.2, feelings to the computer program.
199,750.2,753.8000000000001, But that is a whole other topic of conversation in itself.
200,753.8000000000001,758.6," Eliza's impact was profound, sparking interest and research in the field of natural language"
201,758.6,759.72, processing.
202,759.72,764.6400000000001, It paved the way for more advanced systems that could truly understand and generate human
203,764.6400000000001,765.88, language.
204,765.88,771.4000000000001, It was the humble beginning of a grand adventure in the world of conversational AI.
205,771.4000000000001,776.32, Fast forward to the 1970s when a program named Shudlu appeared.
206,776.32,781.08, Shudlu could understand simple commands and interact with a virtual world of blocks.
207,781.08,786.0400000000001," Although Shudlu wasn't a language model per se, it laid the foundation for the idea"
208,786.0400000000001,788.96, of machines comprehending human language.
209,788.96,794.48, But the true language models began around 2010 when the power of deep learning and neural
210,794.48,796.8000000000001, networks came into play.
211,796.8000000000001,803.32," Enter the mighty GPT, short for Generative Pre-Train Transformer, ready to conquer the"
212,803.32,805.12, world of language.
213,805.12,811.16," In the year 2018, the first iteration of GPT emerged created by the company OpenAI."
214,811.16,816.84," It was trained on a large amount of text data, absorbing knowledge from books, articles, and"
215,816.84,818.52, a large chunk of the internet.
216,818.52,824.8," GPT-1 was a taste of things to come, an impressive language model but small compared to its descendants"
217,824.8,826.44, that we use today.
218,826.44,833.2," As time went on, the saga continued with the arrival of GPT-2 in 2019, followed by GPT-3"
219,833.2,834.8, in 2020.
220,834.8,840.88," This was a titan among language models, equipped with a large number of parameters, over 175"
221,840.88,842.28, billion to be precise.
222,842.28,847.92," GPT-3 dazzled the world with its unparalleled ability to understand, respond, and even generate"
223,847.92,850.0799999999999, creative pieces of writing.
224,850.0799999999999,855.16, The arrival of GPT-3 marked a real turning point in terms of language models and AI.
225,855.16,860.16," At the time of writing, we now also have GPT-4, trained on pretty much the whole internet"
226,860.16,865.9599999999999," rather than outdated large data sets, as well as BERT from Google and so much more."
227,865.9599999999999,870.1999999999999," It would seem we are only just at the start when it comes to language models and AI, so"
228,870.1999999999999,876.1999999999999, learning how to harness this data with prompt engineering is a smart move for anyone today.
229,876.1999999999999,880.12," The Prompt Engineering Mindset When thinking of good prompts, it is always"
230,880.12,882.7199999999999, best to get in the correct mindset.
231,882.7199999999999,888.28," Essentially, you want to just write one prompt right, and not have to waste time and tokens"
232,888.28,892.52, writing lots of different prompts until you get the result you desire.
233,892.52,897.4399999999999," So essentially, kind of the same as when you Google stuff right, how good are your Googling"
234,897.4399999999999,900.36, skills now as opposed to five years ago?
235,900.36,902.3199999999999, I'm assuming a lot better.
236,902.3199999999999,907.72, We have grown to intuitively know what to type into Google the first time round as to
237,907.72,909.56, not waste time.
238,909.56,913.8, Having the same mindset for prompt engineering can also be applied.
239,913.8,918.64," Mahail Eric of the Infinite Machine Learning Podcast says it well when he says, I personally"
240,918.64,922.7199999999999, like the analogy of prompting to designing effective Google searches.
241,922.7199999999999,927.5999999999999, There are clearly better and worse ways to write queries against the Google search engine
242,927.5999999999999,929.8399999999999, that solve your task.
243,929.8399999999999,935.0799999999999, This variance exists because of the opaqueness of what Google is doing under the hood.
244,935.0799999999999,939.3199999999999, We are going to keep this in mind for the remainder of the course.
245,939.32,943.72, A quick intro to using chat GPT by OpenAI.
246,943.72,951.8000000000001," So as I said in this course for the examples, I will be using chat GPT's GPT for model."
247,951.8000000000001,958.08," In order to follow along or just to understand how we are going to be using the platform,"
248,958.08,963.24, please head over to openai.com and just go ahead and sign up.
249,963.24,967.96, I've already signed up so I'm just going to go ahead and log in and that will take me
250,968.0400000000001,972.2800000000001, to the platform in which I can choose what I want to interact with.
251,973.24,979.1600000000001," For this tutorial, we are going to be interacting with chat GPT for."
252,979.1600000000001,984.76, So please go ahead and click on here and that will take you to the platform.
253,984.76,990.9200000000001," And then I'm just going to go ahead and switch to the GPT for model, which is the latest one."
254,991.5600000000001,993.72," Okay, so great."
255,993.72,997.4000000000001, You will see here also the previous chance that I've had.
256,997.4,999.72, I'm just going to minimize this.
257,999.72,1004.6," And if we want to create a new chat, all we'd have to do is click the new chat button."
258,1004.6,1010.92," Okay, so here, for example, what I can do is just go ahead and ask any questions."
259,1010.92,1015.4, So what is four plus four and then hit send.
260,1015.4,1018.1999999999999, And that will essentially give me a response.
261,1018.1999999999999,1021.48, So I'm now interacting with chat GPT for.
262,1022.44,1027.08," On this occasion, I can actually build on the previous conversation."
263,1027.64,1030.44," So what I can do is say, great."
264,1031.0,1036.92," Now, can you add another five to that?"
265,1039.08,1041.56, What is the answer?
266,1041.56,1045.72, And it will take into account everything that I have previously.
267,1045.72,1049.72," Okay, I am building on top of the knowledge that it already has."
268,1050.52,1050.92, Great.
269,1051.64,1056.76," So again, this is just a very quick introduction to how to use this."
270,1056.76,1060.44, We will be doing a deeper dive into this throughout this course.
271,1061.08,1064.84," So once again, to create a new chat, all you'd have to do is create new chat."
272,1064.84,1068.6000000000001," And if you want to delete the old one, just go ahead and click that delete button,"
273,1068.6000000000001,1070.04, and that will delete it.
274,1070.04,1072.92, And then a new chat is brought up automatically.
275,1073.72,1074.2, Wonderful.
276,1075.0800000000002,1081.64," Now, you might have seen my course on open AI in which we can also use the API."
277,1082.3600000000001,1086.3600000000001," And to use the API, just go over to the API references."
278,1086.3600000000001,1090.2, And all you would have to do is get an API key.
279,1090.2,1092.6000000000001, And the API key can be viewed here.
280,1093.56,1096.6000000000001, And then you just go ahead and create an API key.
281,1096.6000000000001,1103.0800000000002, And that will allow you to interact with the open AI API in order for you to build out your own
282,1103.08,1106.12," platforms, just as the one we saw before."
283,1106.12,1111.8," So if you're interested in that, please do head over to my tutorial on this again,"
284,1111.8,1113.24, on the FreeCoacham channel.
285,1113.8,1118.4399999999998," Otherwise, let's continue using chat GPT."
286,1118.4399999999998,1122.6799999999998," So once again, I'm just going to log in and head back to the platform here."
287,1123.3999999999999,1125.3999999999999, And that is it.
288,1125.3999999999999,1126.76, We are ready to go.
289,1127.48,1130.92, Another thing I want to discuss is tokens.
290,1130.92,1136.84, As you might find that you have run out of the free tokens that you have in order to interact
291,1136.84,1137.8799999999999, with chat GPT.
292,1138.52,1142.76," So in order to do that, I'm just going to show you this."
293,1142.76,1148.44, I'm going to head over to the documentation and talk to you a little bit about tokens.
294,1149.72,1155.8799999999999, So GPT-4 essentially processes all text in chunks called tokens.
295,1155.88,1163.5600000000002, And this token is approximately four characters or 0.75 word for English text.
296,1164.2800000000002,1167.72, And we essentially get charged by token.
297,1167.72,1173.16," If you want to know exactly how many tokens you are using, you can check it out here."
298,1173.16,1177.72, You can check out the tokenizer tool and it will give you a rough example.
299,1177.72,1184.6000000000001," So for example, I can say what is four plus four."
300,1184.6799999999998,1191.1599999999999," And with that piece of text, the total count of tokens is going to be six."
301,1191.7199999999998,1194.12, Okay. So there we go.
302,1194.12,1201.32, That is exactly how many tokens will be used in order to produce a answer for this request.
303,1202.12,1204.76, Great. So here is a URL for that.
304,1204.76,1206.4399999999998, You can play around with it.
305,1206.4399999999998,1207.9599999999998, I hope you have fun.
306,1207.9599999999998,1211.48," If you want to see your usage, you can head over to account."
307,1211.48,1214.28, And then you can manage your account.
308,1214.28,1217.32, And this should be able to show you your usage.
309,1217.32,1221.24, So it will show you your usage right here per month.
310,1221.24,1229.32, And then you can of course also add billing in order to carry on using chat GPT in case you've
311,1229.32,1232.76, used up all your tokens and you can't use it anymore.
312,1232.76,1236.68," So once again, this is under account billing overview."
313,1236.68,1238.2, So just go check it out.
314,1238.76,1239.48, Okay.
315,1239.48,1240.92, And now back to the platform.
316,1242.68,1243.64, Best practices.
317,1244.6,1249.56, The biggest misconception when it comes to prompt engineering is that it's an easy job
318,1249.56,1250.76, with no science to it.
319,1251.4,1256.28, I imagine a lot of people think it's just about constructing a one-off sentence
320,1256.28,1259.88, such as corrects my paragraph that we saw in the previous example.
321,1260.52,1266.44," When you start to look at it, creating effective prompts relies on a bunch of different factors."
322,1266.52,1269.4, Here are some things to consider when writing a good prompt.
323,1270.2,1274.76, Consider writing clear instructions with details in your query.
324,1274.76,1281.72," Consider adopting a persona as well as specifying the format using iterative prompting,"
325,1281.72,1286.28," meaning if you have a multipart question or if the first response wasn't sufficient,"
326,1286.28,1290.6000000000001, you can continue by asking follow-up questions or asking the model to elaborate
327,1291.16,1293.0, and avoid leading the answer.
328,1293.64,1297.56, Try not to make your prompt so leading that it inadvertently tells the model
329,1297.56,1299.4, what answer you're expecting.
330,1299.4,1302.44, This might bias the response unduly.
331,1302.44,1305.24," And finally, limit the scope for long topics."
332,1305.24,1309.16," If you're asking about a broad topic, it's helpful to break it down or limit the scope"
333,1309.16,1310.76, to get a more focused answer.
334,1311.4,1312.92, Let's look at some of these now.
335,1313.48,1319.16," In order to write clearer instructions, we can adopt writing more details in our queries."
336,1319.16,1323.72," And to get the best results, don't assume the AR knows what you are talking about."
337,1324.3600000000001,1327.3200000000002," Writing something like, when is the election?"
338,1327.3200000000002,1332.2, Implies that you are expecting the AR to know what election you are talking about
339,1332.2,1333.48, and what country you mean.
340,1334.0400000000002,1339.4," This may result in you asking a few follow-up questions to finally get the result you want,"
341,1339.4,1342.8400000000001," resulting in time loss and frankly, perhaps some frustration."
342,1343.5600000000002,1346.92, Consider taking the time to write a prompt with clear instructions.
343,1347.5600000000002,1351.5600000000002," So, for example, instead of writing, when is the election?"
344,1351.5600000000002,1355.64," You could write, when is the next presidential election for Poland?"
345,1356.44,1358.68," So, let's go ahead and run this."
346,1359.24,1364.8400000000001," And this will be much more precise, it knows exactly what we are asking about."
347,1364.8400000000001,1370.3600000000001, It's not going to go guessing and waste our time as well as waste our resources.
348,1370.3600000000001,1372.68," So in other words, tokens that we are using."
349,1372.68,1377.3200000000002," So in other words, money in order to get the right answer the first time."
350,1377.3200000000002,1380.76, Here are some other examples of how you could write clearer prompts.
351,1381.64,1386.92," So, for example, we have this prompt here, which says write code to filter out the ages from data."
352,1387.5600000000002,1391.5600000000002," And if you run it, you don't really know what language it's going to come back with."
353,1391.5600000000002,1392.6000000000001, Let's see.
354,1392.6000000000001,1395.48," So, for example, here is using Python."
355,1395.48,1398.04," I actually didn't want to use Python, okay?"
356,1398.04,1401.48, So now we've lost some tokens asking this.
357,1401.48,1405.64, We've also lost some time and we just haven't got the right response.
358,1405.64,1408.2, This could have been so easily avoided.
359,1408.2,1411.72, So I'm going to stop this from generating and let's try again.
360,1412.68,1418.68," So this time, let's be more specific by writing write a JavaScript function that will take an"
361,1418.68,1424.6, array of objects and filter out the value of age property and put them in a new array.
362,1424.6,1426.76, Please explain what each code snippet does.
363,1427.56,1432.44," In this example, I am not assuming the AI knows what computer language I like to use"
364,1432.44,1436.52, and I am being more specific about what my data actually looks like.
365,1436.52,1439.0," On this occasion, it's an array of objects."
366,1439.64,1445.8799999999999," Not only that, I'm also asking the AI to explain why it's doing each step so that I"
367,1445.8799999999999,1450.52, in turn can understand and not just copy paste the code without gaining any knowledge from it.
368,1451.08,1457.16," Okay, so here you can see a live example of what's coming back to us from GPT-4."
369,1457.72,1461.6399999999999," It's given us the correct code, so I have checked that."
370,1461.6399999999999,1465.8," And I was also giving us an example of how you would use the function,"
371,1465.8,1468.6," which is something I didn't ask, which is super useful."
372,1468.6,1474.52, It's kind of gone above and beyond for helping me out in understanding what is going on.
373,1475.72,1477.16, Let's look at another example.
374,1477.72,1480.6000000000001," We can write, tell me what this essay is about."
375,1481.72,1486.3600000000001, So I'm going to just type this and then just paste in an essay and hit go.
376,1486.3600000000001,1489.3200000000002, And then chat GPT will do its thing.
377,1489.3200000000002,1493.64, It's going to give me a summarization as it thinks best.
378,1493.64,1500.1200000000001," So on this occasion, it is essentially giving me numbered points about what this essay is about."
379,1500.1200000000001,1501.0800000000002, They're really long.
380,1501.0800000000002,1503.48, I really didn't want to read this much.
381,1503.56,1508.6, It's pretty much looking to be the same as the original essay.
382,1508.6,1511.08, So this is not something I wanted.
383,1511.08,1514.68, I should have been way more specific in telling it what I need.
384,1516.04,1519.4, So what I'm going to do is just add to this conversation.
385,1519.4,1522.44, So it's going to learn on what I wrote previously.
386,1522.44,1527.0," And I'm just going to specify to use bullet points to explain what this essay is about,"
387,1527.0,1530.04, making sure each point is no longer the 10 words long.
388,1530.04,1536.68, So I am being super specific in providing the instructions of what I want.
389,1537.32,1539.0, And let's hit go.
390,1539.0,1540.84, So now this is a lot shorter.
391,1540.84,1541.3999999999999, Okay.
392,1541.3999999999999,1544.76," As you can see, each point is no longer than 10 words long."
393,1544.76,1551.32, And then I'm going to get a summary that is a bit longer and will give me a summary of the
394,1551.32,1553.48, essay that I pasted in above.
395,1554.6,1556.2, So great.
396,1556.28,1562.2," Of course, you can do this on any essay or piece of text that you wish and you can set"
397,1562.2,1565.8, your own clear and specific instructions as well.
398,1567.0,1567.64, Okay.
399,1567.64,1571.4, So I hope you can see why the second one is better.
400,1571.4,1575.8, It's because I am not assuming the AI knows what kind of format I want the summarization
401,1575.8,1577.4, of the essay to be in.
402,1577.4,1582.92, I am being specific that I want very short notes on the essay and bullet point format
403,1582.92,1584.76, with a short conclusion at the end.
404,1585.32,1590.52," If I did not put this, the summary could have been just as long as the essay itself"
405,1590.52,1593.4, and the prompt could be considered useless in my eyes.
406,1594.28,1596.44," Next up, we can also adopt a persona."
407,1597.08,1600.76," When writing prompts, it is sometimes helpful to create a persona."
408,1600.76,1605.0, This means you are asking the AI to respond to you and a certain character.
409,1605.0,1608.52," So exactly like the English language teacher example we saw earlier,"
410,1608.52,1614.28," using a persona in prompt engineering can help ensure that the language model's output is relevant,"
411,1614.36,1619.32," useful and consistent with the needs and preferences of the target audience,"
412,1619.32,1624.76, making it a powerful tool for developing effective language models that meet the needs of users.
413,1625.3999999999999,1628.92, Let's look at some examples of adopting a persona.
414,1628.92,1632.04," So for example, you can have this prompt right here."
415,1632.04,1637.72, Write a poem for a sister's high school graduation that would be read out to a family and close friends.
416,1639.16,1643.72, So let's go ahead and run this and let's see what comes back.
417,1644.52,1645.8799999999999, So there we go.
418,1645.8799999999999,1649.72, It is quite good in a room full of kin and close ties.
419,1649.72,1653.0," We gather to honor the mist in our eyes for a journey has ended,"
420,1653.0,1655.96, another begun as our dear sister steps into the sun.
421,1656.84,1658.76," Okay, so it's coming out with a poem."
422,1658.76,1663.24," I can see here it is quite a good one, I guess,"
423,1663.24,1665.6399999999999, probably better than anything that I would have written.
424,1666.68,1670.28, And it is maybe a little bit generic.
425,1670.28,1672.2, Maybe that's what you wanted.
426,1672.2,1674.76, I think we can do better than this.
427,1674.76,1675.8, So let's try this.
428,1676.8400000000001,1680.1200000000001, This time I'm going to write a prompt with a persona.
429,1680.1200000000001,1683.8, So this time I'm going to specify who I'm writing as.
430,1683.8,1687.16, I'm going to do write a poem as Helena.
431,1689.4,1697.16, Helena is 25 years old and an amazing writer.
432,1697.16,1711.88, Her writing style is similar to famous 21st century poet Rupi Kaur.
433,1712.76,1722.0400000000002," Writing as Helena, write a poem for her 18 year old sister"
434,1723.0,1732.28, to celebrate her sister's high school graduation.
435,1734.76,1745.1599999999999, This will be read out to friends and family at the gathering.
436,1746.6,1748.52, Okay so let's check it out now.
437,1748.52,1756.6," We're writing as Helena, she's 25, she's an amazing writer and we've also assigned a writing"
438,1756.6,1764.76," style. So let's check it out. Now chat GPT should be using anything it knows about Rupi Kaur,"
439,1764.76,1769.24, hopefully from the internet in order to apply that style to this poem.
440,1770.6,1774.36, And as you can see this is maybe a little bit more affectionate.
441,1774.36,1779.9599999999998," We've said sister, it's obviously a younger sister so the words little sister are being used"
442,1779.9599999999998,1787.0, and in general I think this is a much higher quality poem and if Helena truly does have the
443,1787.0,1795.32, style of Rupi Kaur in writing it will be almost indistinguishable who wrote this poem chat GPT
444,1795.32,1801.24," or Helena. So here we go, here's the full thing. It starts off in the garden of our youth, I watch"
445,1801.24,1808.68, you bloom from bud to blossom from child to woman 18 summers past again utilizing the fact that we
