,start,end,text
86,216.36,218.36, Smells incredible.
87,218.36,220.36, It helps to stain the peppers as well.
88,220.36,222.36, Look at the glaze now.
89,222.36,224.36, You can see the sugar.
90,224.36,226.36, It's worked as magic.
91,226.36,228.36, Turn down the gas.
92,228.36,231.36, Add a couple of tablespoons of fresh extra virgin olive oil.
93,231.36,234.36, Flip them stew for 2 to 3 minutes.
94,236.36,239.36," Now, I want to make the peppers nice and light"
95,239.36,241.36," and sort of sweet, aromatic."
96,241.36,243.36, Just roll the basil.
97,243.36,245.36, Almost like a big cigar.
98,245.36,247.36, It's nice.
99,247.36,249.36, Basil in.
100,249.36,251.36, And then literally cook it out for 30 seconds.
101,251.36,253.36, I want them off.
102,254.36,256.36, Beautiful.
103,256.36,258.36," OK, pan back on."
104,258.36,260.36, Now for the pork chops.
105,260.36,263.36, I want to make sure they don't curl up in the pan.
106,263.36,265.36," If they start curling up in the pan,"
107,265.36,267.36, they're going to cook unevenly.
108,267.36,269.36, A few simple cuts through the rind
109,269.36,272.36, means the chop stays flat and cooks evenly.
110,272.36,274.36, Point the knife down.
111,274.36,276.36, Flip through.
112,276.36,278.36, This season them beautifully.
113,278.36,280.36," Nice, large shards of pepper."
114,280.36,282.36, Punch that through lightly.
115,282.36,284.36," Darn tea, that seasoning."
116,284.36,286.36, It's going to stay there.
117,286.36,289.36," Hot pan, such a garlic and such a thyme."
118,289.36,292.36," And the garlic, take a couple of cloves."
119,292.36,294.36," Don't peel it, don't chop it."
120,294.36,296.36, Just knife on.
121,296.36,298.36, Crush it.
122,300.36,302.36, Olive oil in.
123,302.36,304.36, Just start them to smoke.
124,304.36,306.36," Top of the chop, in."
125,306.36,308.36, Lay away from me.
126,308.36,310.36, Nice.
127,312.36,314.36, Keep that heat in the pan.
128,314.36,316.36, Put the garlic in there early.
129,316.36,318.36, A nice fragrant bunch of thyme.
130,318.36,321.36, See how the pork has stayed nice and flat.
131,321.36,323.36, Turn that over.
132,323.36,325.36, Beautiful.
133,325.36,327.36, I want a little bit of thyme underneath there.
134,327.36,329.36, Start squeezing that garlic out.
135,329.36,331.36, I want the flavour coming out.
136,331.36,333.36, Butter in.
137,333.36,335.36, Thin slices of butter.
138,335.36,337.36, Tilt the pan and baste.
139,337.36,340.36, So I'm sort of speeding up the cooking process.
140,340.36,344.36," At the same time, I'm keeping the pork chops really nice and moist."
141,344.36,346.36, And now look at the colour of that butter.
142,346.36,349.36, It's almost like sort of a nut brown.
143,349.36,351.36, Check the colour on the other side.
144,351.36,353.36, Beautiful.
145,353.36,355.36," When they're that thick,"
146,355.36,357.36, 3.5 to 4 minutes each side.
147,357.36,359.36," 30 seconds from now, they're going to be medium."
148,359.36,361.36, So I'm going to take them out and let them rest.
149,361.36,363.36, The secret to perfectly moist pork chops
150,363.36,366.36, is letting them rest almost as long as they're cooked in the pan.
151,366.36,368.36, A nice spoon
152,368.36,370.36, of these peppers.
153,370.36,373.36, The basil smells incredible.
154,373.36,375.36, Get that garlic on there.
155,375.36,377.36, Be generous with that vinegar out from the peppers
156,377.36,379.36, because it really is incredible.
157,381.36,383.36, Do two things simple.
158,383.36,385.36, Like that.
159,385.36,387.36, Pork and peppers.
160,387.36,389.36, And your confidence is going to shoot through the roof.
161,389.36,391.36, That stunning pork chop with sweet and sour peppers.
162,393.36,396.36, The frying pan is so simple but incredibly useful.
163,396.36,399.36," With this one pan, you can make a million different dishes."
164,399.36,401.36," The more you cook with your frying pan,"
165,401.36,403.36, the more your confidence will grow.
166,403.36,406.36, Here are three of my favourite easy pan-fried dishes.
167,410.36,413.36," First up, pan-fried scallops with crunchy apple salad."
168,417.36,419.36," Get a frying pan smoking hot,"
169,419.36,421.36, essential for quick pan-frying.
170,422.36,424.36, Add olive oil.
171,425.36,428.36, Then season scallops with salt and pepper.
172,428.36,431.36," Starting at the top, put clockwise into the pan"
173,431.36,433.36, so you know which one to turn first.
174,436.36,439.36," Scallops have firm, white, sweet flesh and cook in minutes."
175,444.36,446.36," Next, salad."
176,446.36,447.36, Lamb's lettuce.
177,447.36,449.36, Matchsticks of apple.
178,451.36,453.36, Seasoning.
179,454.36,456.36," Lemon, zest and juice."
180,462.36,464.36," Add olive oil, then toss."
181,466.36,468.36, Turn the scallops when golden.
182,468.36,470.36, Go clockwise around the pan.
183,474.36,477.36, Then squeeze in lemon juice and give the pan a shake.
184,479.36,481.36, Finish with lemon zest.
185,482.36,484.36, Ready in under 10 minutes.
186,484.36,488.36," My first pan-fried dish, scallops with crunchy apple salad."
187,490.36,493.36, My next super simple pan-fried recipe is
188,493.36,496.36, chicken and chicory in masala sauce.
189,501.36,503.36, Season the chicken breasts.
190,503.36,505.36, Add to hot olive oil.
191,505.36,507.36, Skin side down.
192,507.36,509.36, Lay away from you to stop the oil splashing.
193,512.36,514.36, Slice chicory.
194,514.36,516.36, This versatile vegetable can be red or white.
195,516.36,519.36, Has a lovely bitter taste and is great cooked or raw.
196,522.36,524.36, Crush a clove of garlic and add.
197,524.36,526.36, Then sprigs of thyme.
198,529.36,531.36," When the chicken skin is crisp, turn over."
199,532.36,534.36, Along with the chicory.
200,535.36,539.36," For the sauce, add masala, a sweet fortified wine from Sicily."
201,542.36,544.36, Then 150 ml of chicken stock.
202,547.36,549.36," To make the sauce one little rich and glossy,"
203,549.36,551.36, add butter and simmer for 10 minutes.
204,556.36,558.36, Plate up and spoon over the sauce.
205,560.36,562.36," Cooked in under 20 minutes,"
206,562.36,564.36, chicken and chicory in masala sauce.
207,568.36,570.36, My final dish cooked in the oven.
208,571.36,573.36, The versatile frying pan is
209,573.36,575.36, sea bream with tomato and herb salsa.
210,580.36,583.36, Fry fillets of sea bream skin side down in hot olive oil.
211,584.36,588.36," If they buckle up, press gently down for perfect even cooking."
212,588.36,590.36, Then season.
213,591.36,595.36," Sea bream has firm white flesh, perfect for pan frying."
214,596.36,598.36," Next, the salsa."
215,599.36,600.36, Heat olive oil.
216,601.36,603.36," Add half cherry tomatoes,"
217,603.36,606.36, pitted black olives and season.
218,610.36,615.36," After a minute on a low heat, add coriander, basil and lemon."
219,618.36,620.36, Combine and leave to infuse.
220,622.36,625.36," As the sea bream cooks, it goes opaque."
221,626.36,629.36," When it's two thirds from the top, turn over."
222,632.36,634.36," Faced, fry and it's done."
223,638.36,643.36, Sea bream with tomato and herb salsa ready in under 15 minutes.
224,646.36,650.36," One pan, three simple, impressive and absolutely delicious dishes."
225,650.36,651.36, Beautiful.
226,652.36,657.36," Coming up on my ultimate cookery course, along with 100 recipes to stake your life on,"
227,657.36,661.36, I'm going to give you 100 quick cooking tips to make your life in the kitchen easier.
228,663.36,665.36," First up, how to keep your knife sharp."
229,667.36,670.36, It's far harder working in the kitchen with a blunt knife than it is with a sharp knife.
230,670.36,675.36," The secret behind keeping a sharp knife, sharpen it before and every time you use it."
231,675.36,678.36," First, grip the steel. Feel really comfortable about holding the steel."
232,678.36,681.36, Imagine you're holding a tennis racket or you're playing squash.
233,681.36,683.36, You've got to be really comfortable with it.
234,683.36,686.36," Now, 45 degrees, confident grip, confident grip with the knife."
235,686.36,690.36, This is the butt of the steel. Really important to keep your fingers behind there.
236,690.36,694.36," You never grip a steel with your fingers over that because the knife comes back in,"
237,694.36,698.36, you've just lost a finger. Always grip behind.
238,698.36,704.36, Nice long strokes so we get the whole of the blade over steel.
239,704.36,708.36, Stroke. And we start from the bottom to the top.
240,708.36,711.36," So there, across."
241,711.36,713.36," There, across."
242,713.36,717.36, Slow strokes over the top of the steel and then come back in the knee.
243,717.36,719.36, Then back in the knee.
244,719.36,722.36, It is so dangerous working in the kitchen with a blunt knife.
245,722.36,724.36, You can cause so much damage.
246,724.36,727.36," Working with a sharp knife is ten times quicker, more efficient."
247,727.36,731.36," Now, that's ready to start chopping."
248,732.36,735.36," To stop your chopping board rocking or slipping,"
249,735.36,738.36," a great tip is to simply wet a kitchen cloth, kitchen paper,"
250,738.36,741.36, or tea towel and place it underneath.
251,741.36,744.36," Now, you can chop with confidence."
252,746.36,750.36," My next top tip is, get the most out of your humble veg peeler."
253,750.36,753.36," It's brilliant for slicing ultra-thin ribbons of veg,"
254,753.36,755.36, perfect for Asian dishes.
255,755.36,760.36," Great for making long, delicate parmesan shavings to top soups and salads."
256,761.36,764.36, It also makes wonderful chocolate curls.
257,766.36,769.36, Your peppermill is more versatile than you might think.
258,769.36,772.36," Tighten the top screw to get finely ground pepper,"
259,772.36,774.36, ideal for soups and sauces.
260,775.36,777.36," For general seasoning, you want it medium-ground,"
261,777.36,780.36, so set the screw in the middle.
262,780.36,782.36," And loosen it right off for coarse pepper,"
263,782.36,785.36, perfect for steaks and fish.
264,788.36,789.36, Peeling garlic.
265,789.36,792.36," For one clove, simply bash it with the back of a knife,"
266,792.36,794.36, and the skin comes off easily.
267,795.36,798.36," For a whole head, crush, separate into a bowl,"
268,799.36,802.36, cover and shake hard for about 10 seconds.
269,803.36,806.36, Then simply pick out the peeled cloves.
270,810.36,812.36," This is my ultimate cookery course,"
271,812.36,814.36, 100 recipes to stake your life on.
272,814.36,817.36, I'll be showing you a roast chicken recipe to die for.
273,817.36,820.36, Hold the drum and slice straight through.
274,820.36,822.36," But first, like any good chef,"
275,822.36,825.36, I'm always looking to get great ingredients at the right price.
276,826.36,828.36, My shopping mantra is simple.
277,828.36,830.36," First, rely on your senses."
278,830.36,833.36," Make sure whatever you're buying, it looks, smells, and really feels good."
279,833.36,836.36," And if you get the chance, taste it before you buy it."
280,836.36,839.36," Second, is to recognise that knowledge is crucial."
281,839.36,842.36, The more you know about where your ingredients come from
282,842.36,844.36," and how they've produced, the better."
283,844.36,846.36," So, ask lots of questions and learn."
284,848.36,851.36, You're never too old to learn from experts.
285,851.36,853.36," And when it comes to buying great birds,"
286,853.36,855.36, the one person who knows what to look for
287,855.36,859.36," is a ward-winning fifth-generation master butcher, Danny Lidgate."
288,859.36,863.36, Poultry is a great meat because there's many different types of birds
289,863.36,865.36, that's worth tasting.
290,865.36,868.36, The variation of flavours between different birds to birds is massive.
291,868.36,871.36," Turkey is a great lean meat that's available all year round,"
292,871.36,873.36, not just for Christmas.
293,873.36,875.36, Anybody who's worried about eating fatty meat
294,875.36,877.36, is a really healthy flavoursome meal.
295,877.36,880.36, Game birds. People don't try them often enough.
296,880.36,882.36," Once they're shot, they're hung up for a little while,"
297,882.36,884.36," but a few days at least,"
298,884.36,886.36, it means the meat's going to be more tender.
299,886.36,888.36, It all adds its flavour to the birds.
300,888.36,891.36, You've got a wood pigeon and a red-legged partridge.
301,891.36,894.36, Both really good and cooked really quickly.
302,894.36,896.36," When you're buying a chicken,"
303,896.36,899.36, some of the things to look out for is obviously the smell.
304,899.36,901.36," And when you're smelling a good quality chicken,"
305,901.36,903.36, you can tell it's a good quality chicken.
306,903.36,905.36," When you're smelling a good quality chicken,"
307,905.36,907.36, you can tell the difference.
308,907.36,909.36, The skin's a nice white colour
309,909.36,911.36," and it smells like a fresh, chickeny smell."
310,911.36,913.36," When you're buying from a good butcher,"
311,913.36,915.36," you'll find you tend to get the giblets as well,"
312,915.36,917.36, which is basically the neck and other organs.
313,917.36,919.36, This is great for making gravy.
314,919.36,921.36," Once you have cooked it,"
315,921.36,923.36, you can use all the off-cuts for other things.
316,923.36,925.36," Stir-frys, curries, pasta dishes,"
317,925.36,929.36," save the bones, use the bones for stocks and soups."
318,929.36,931.36, They're really packed for the flavour.
319,931.36,934.36," And remember, there are lots of different breeds of chicken."
320,934.36,937.36, All have different characteristics and flavours.
321,937.36,940.36, So shop around and find the ones you love.
322,940.36,943.36, Here are three of my all-time favourites.
323,943.36,945.36," The label, Anglais."
324,945.36,947.36, These come from an old British breed.
325,947.36,950.36," They've got smaller breasts, but the meat's delicious."
326,951.36,954.36," The black leg, a fantastic French variety,"
327,954.36,958.36, succulent with bags of flavour and really meaty thighs.
328,958.36,960.36, And the poulis de brès.
329,960.36,962.36, This is the Rolls Royce of Chickens.
330,962.36,964.36," Rich, gamey and delicious."
331,964.36,966.36, One for special occasions.
332,968.36,971.36," I think people should maybe try and buy less meat,"
333,971.36,973.36, but aim for the best quality.
334,973.36,975.36, You're only going to get out what you put in.
335,975.36,977.36," By putting the best quality into a dish,"
336,977.36,979.36, you're going to get the best results.
337,981.36,983.36," No matter how seasoned the chef you are,"
338,983.36,986.36, there are always new ingredients and recipes to get fired up about.
339,986.36,988.36," So, if a tired old recipe is getting you down,"
340,988.36,991.36, spice it up with fresh ideas and flavours.
341,993.36,996.36," My next recipe is an old classic roast chicken,"
342,996.36,998.36," but with a simple twist, it takes on a new life"
343,998.36,1000.36, and it's guaranteed to impress.
344,1001.36,1003.36," One of the things I love about cooking,"
345,1003.36,1006.36," and that keeps me excited after 25 years behind the stove,"
346,1006.36,1009.36, is that there's always something new to learn every day.
347,1009.36,1012.36," New ingredients, new techniques and new cuisines."
348,1017.36,1019.36, Start off with the stuffing.
349,1020.36,1024.3600000000001," It's amazing how exciting a stuffed roast chicken can be,"
350,1024.3600000000001,1026.3600000000001, because it keeps the chicken incredibly moist
351,1026.3600000000001,1030.3600000000001, and gives a delicious texture inside the bird.
352,1030.3600000000001,1033.3600000000001, I'm going to start off with cured cerizo.
353,1033.3600000000001,1035.3600000000001," This is a traditional Spanish sausage,"
354,1035.3600000000001,1040.3600000000001," and it's garlicky, spicy, incredibly meaty."
355,1040.3600000000001,1043.3600000000001, That gives a little bit of sort of richness to the stuffing.
356,1043.36,1045.36, Get that cerizo in.
357,1046.36,1049.36, Start cooking that down and getting all those oils out.
358,1049.36,1053.36, A little touch of olive oil in there to get it going.
359,1053.36,1055.36," All right, onions."
360,1055.36,1057.36, Chopped.
361,1058.36,1060.36," Add the onions to the cerizo,"
362,1060.36,1062.36," and in a matter of seconds, they'll change colour"
363,1062.36,1064.36, as they soak up all the flavour.
364,1064.36,1068.36," That lovely spiciness has been stolen from that sausage,"
365,1068.36,1071.36, and now the onions smell incredible.
366,1071.36,1073.36, Garlic.
367,1074.36,1076.36, Garlic in.
368,1076.36,1079.36, Fresh thyme. Just hold it down and put your fingers on there.
369,1079.36,1081.36," And it's a really nice way of taking off all those nice,"
370,1081.36,1083.36, fragrant little time flowers.
371,1083.36,1086.36, You can hear it crackling in the background.
372,1086.36,1088.36, These are cannellini beans.
373,1088.36,1091.36," They're waxy, very soft,"
374,1091.36,1094.36," and so delicious, but very dense."
375,1094.36,1097.36," But for stuffing, they're so robust, nothing breaks down."
376,1097.36,1099.36, Drain them off.
377,1100.36,1102.36, In.
378,1102.36,1105.36, They're going to take on all that juice as well from the chorizo.
379,1105.36,1107.36," I'm going to season them now because they're very dense,"
380,1107.36,1109.36, so it needs some help.
381,1109.36,1112.36, That looks like it's a dish on its own.
382,1112.36,1114.36, Good enough to eat now.
383,1114.36,1117.36, I want to sweeten things up a little bit.
384,1117.36,1119.36," Tomatoes, half dried."
385,1119.36,1121.36, In.
386,1121.36,1123.36, That sweetens up.
387,1123.36,1125.36, The stuffing.
388,1125.36,1127.36, Beautiful.
389,1127.36,1129.36, The stuffing's ready.
390,1129.36,1131.36, Look at the colour of everything.
391,1131.36,1133.36, It looks Spanish. It looks delicious.
392,1133.36,1135.36," Now, stuffing the chicken."
393,1135.36,1138.36, I like taking off these little knuckles.
394,1138.36,1140.36," As the chicken cooks,"
395,1140.36,1142.36, the skin stretches over the bone.
396,1142.36,1144.36, You can get a really nice drum
397,1144.36,1146.36, and take off those little wing tips as well.
398,1146.36,1148.36," Salt, pepper."
399,1148.36,1150.36, So important.
400,1150.36,1153.36," Now, we've got stuffing."
401,1153.36,1156.36, I want to go right inside the chicken.
402,1156.36,1158.36, Push it down.
403,1158.36,1160.36, This really helps to cook the bird evenly
404,1160.36,1162.36, because you're pushing out all the empty spaces
405,1162.36,1164.36, in the carcass.
406,1164.36,1167.36," And take a nice, large lemon."
407,1167.36,1169.36, Push the lemon in.
408,1169.36,1171.36, Pick up the parsley's nose.
409,1171.36,1173.36, Pull the skin over.
410,1173.36,1175.36, Olive oil on top.
411,1175.36,1177.36, Salt.
412,1177.36,1179.36, Some pepper.
413,1179.36,1183.36, A teaspoon of paprika.
414,1183.36,1185.36, Sprinkle it on.
415,1185.36,1188.36, Take a look at your hands and sort of rub that in.
416,1188.36,1191.36, You'll see what the paprika's doing to the chicken.
417,1191.36,1194.36," Put this like sweet, spicy marinade."
418,1194.36,1198.36," It's not even roasted yet, but it looks delicious."
419,1198.36,1200.36, 400 ml of white wine.
420,1200.36,1202.36, Same quantity of water.
421,1202.36,1204.36, That helps the chicken to steam.
422,1204.36,1206.36, Chicken in.
423,1206.36,1209.36, Be generous with the thyme sprigs.
424,1209.36,1212.36, Make sure the foil is folded tightly around the roasting tray
425,1212.36,1216.36," so the chicken steams in the oven, keeping it moist and juicy."
426,1216.36,1218.36, Into the oven.
427,1221.36,1224.36, Cook for one hour at 180 degrees with the foil on.
428,1224.36,1226.36, Nice.
429,1226.36,1228.36, Take it out and remove the foil lid.
430,1228.36,1231.36, Then give it another 30 minutes to crisp up that skin.
431,1233.36,1235.36, Look at that.
432,1235.36,1237.36, So important.
433,1238.36,1243.36, So important to make sure you take that tin full off with half an hour to go.
434,1243.36,1245.36, Beautiful.
435,1245.36,1247.36, Pierce that open.
436,1247.36,1249.36, Squeeze it in.
437,1249.36,1251.36, That delicious gravy.
438,1251.36,1253.36, Mix that into the tray.
439,1253.36,1255.36, And sieve that.
440,1256.36,1262.36," That's a really nice fragrant, lemony, spiced roasting juices to finish."
441,1262.36,1266.36," Before we cut up the chicken, take out amazing stuffing."
442,1268.36,1270.36, Mmm.
443,1270.36,1272.36, Incredible.
444,1272.36,1275.36, I'd have that with chicken over potatoes any day.
445,1275.36,1278.36, And then just get your chicken roasting juices.
446,1278.36,1287.36," Now, to cut the chicken up, hold the drum and slice straight through."
447,1287.36,1291.36, And there's that wonderful drum and the thigh.
448,1291.36,1293.36, Through the wishbone.
449,1294.36,1296.36, Off.
450,1296.36,1302.36, Slice with the point at an angle so you can see the texture of that amazing roast chicken.
451,1302.36,1304.36, Just take my cooking juices.
452,1304.36,1308.36, Just want to give that really nice sort of lemony flavour.
453,1308.36,1310.36, Over my chicken.
454,1310.36,1312.36, And there you go.
455,1312.36,1318.36," A delicious, very charming stuffed roast chicken."
456,1322.36,1328.36," Follow my ultimate cookery course, crammed with key lessons."
457,1328.36,1332.36, Top tips and 100 recipes to stake your life on.
458,1332.36,1335.36, And you'll literally be cooking yourself into a better chef.
459,1335.36,1338.36, Many of these amazing recipes are on my app.
460,1338.36,1341.36, Please check out the app store for details.
461,1341.36,1343.36," Go on, get cooking."
462,1346.36,1348.36," In this series, I'm going to surprise you."
463,1348.36,1351.36, I'm going to stir-fry all the complexity and hard graft
464,1351.36,1354.36, and teach you how to cook amazing food standing on your head.
465,1354.36,1356.36, That is amazing. Incredibly tender.
466,1356.36,1358.36," From the kitchen novice to the budding chef,"
467,1358.36,1360.36," I'm going to give you the confidence, the recipes,"
468,1360.36,1363.36, and the insider knowledge to make you a much better cook.
469,1363.36,1366.36," Slice around, wasting nothing."
470,1369.36,1372.36, I made my name cooking some of the world's most demanding kitchens.
471,1372.36,1375.36," That's nice. You make good food with that, right?"
472,1375.36,1377.36," In my restaurants, I expect perfection."
473,1377.36,1379.36, Every play has to be worthy of a Michelin star.
474,1379.36,1382.36," And every time you make it, it tastes as well."
475,1382.36,1384.36, Every day changes.
476,1384.36,1386.36," Now, I'm going to show you some simple and accessible recipes"
477,1386.36,1390.36, for fantastic food that you can cook easily at home.
478,1390.36,1392.36, Incredible.
479,1392.36,1394.36, I'll be holding you by the hand.
480,1394.36,1396.36, Just getting better and better and better.
481,1396.36,1399.36," Teaching you everything from how to cook on a budget to baking,"
482,1399.36,1402.36," real fast food, and my ultimate feast recipes."
483,1402.36,1405.36, This is the only cookery course you'll ever need.
484,1407.36,1409.36, Welcome to my ultimate cookery course.
485,1409.36,1411.36," Packed with cooking tips, information,"
486,1411.36,1413.36, and 100 recipes to stake your life on.
487,1413.36,1416.36, Right. This is my guide to cooking with spice.
488,1416.36,1421.36," Adding big, gutsy flavors, using spices at the beginning of cooking,"
489,1421.36,1423.36, and then simply letting the dish slow cook
490,1423.36,1427.36, is a brilliant way of getting maximum flavor with minimum effort.
491,1427.36,1429.36, My first recipe melts in the mouth.
492,1429.36,1431.36," And because the oven does most of the work,"
493,1431.36,1433.36, it's a cinch to make.
494,1433.36,1435.36," Slow cooked, fiery lamb."
495,1435.36,1437.36, Cooking's all about being bold and adventurous.
496,1437.36,1440.36, And this dish is exciting because it's slowly cooked.
497,1440.36,1443.36," And the longer it cooks, the more flavor it becomes."
498,1446.36,1448.36, Marinate in the lamb first.
499,1448.36,1451.36," Chillies, we're going to use a mixture of red and green."
500,1451.36,1453.36, Take off the tops.
501,1453.36,1455.36, And just slice.
502,1456.36,1458.36, In.
503,1458.36,1460.36, Garlic.
504,1460.36,1462.36, Crushed.
505,1462.36,1464.36, Don't worry about chopping these ultra fine.
506,1464.36,1466.36, Just get it in there.
507,1466.36,1468.36, Cooking for up to three hours.
508,1468.36,1471.36, Everything sort of blends and almost sort of
509,1471.36,1473.36, purrs itself together.
510,1473.36,1475.36, Smoke paprika.
511,1475.36,1477.36, Goes brilliantly well with the chillies.
512,1477.36,1479.36, Two teaspoons.
513,1479.36,1482.36, In. A touch of dried oregano.
514,1484.36,1486.36, Some little cumin seeds.
515,1486.36,1489.36, The blend and the fragrance that they give out
516,1489.36,1491.36, Is extraordinary.
517,1491.36,1493.36, They release a little oil as well.
518,1493.36,1495.36, And help to tenderise the lamb.
519,1495.36,1497.36, Touch of salt.
520,1497.36,1499.36, Pepper.
521,1499.36,1501.36, Cinnamon.
522,1501.36,1503.36, That sort of sweetens up the lamb.
523,1503.36,1505.36, Olive oil.
524,1505.36,1507.36, Just a tablespoon.
525,1507.36,1509.36, And the olive oil helps to sort of stick
526,1509.36,1511.36, All those wonderful spices to the lamb.
527,1511.36,1513.36, Jump in.
528,1513.36,1515.36, Just start really rubbing.
529,1515.36,1517.36, At this stage you can leave the lamb to marinate
530,1517.36,1519.36, From half an hour to overnight.
531,1519.36,1521.36, Allowing the spices to really penetrate the meat.
532,1521.36,1523.36, Giving amazing results when you tuck in.
533,1523.36,1525.36, Delicious.
534,1525.36,1527.36, Vegetables.
535,1527.36,1529.36, Carrots.
536,1529.36,1531.36, And onions.
537,1531.36,1533.36, And that's it.
538,1533.36,1535.36, Slice.
539,1535.36,1537.36, Secret slicing.
540,1537.36,1539.36, Vegetables for braising is not getting too thin.
541,1539.36,1541.36, You slice the onions too thin.
542,1541.36,1543.36, They burn.
543,1543.36,1545.36, You've got that horrible char taste on that slow braised.
544,1545.36,1547.36, And that's it.
545,1547.36,1549.36, It's a good idea to keep the meat low heat.
546,1549.36,1551.36, Making the meat incredibly moist.
547,1551.36,1553.36, And beautifully tender.
548,1553.36,1555.36, So the secret of braising
549,1555.36,1557.36," is having a really nice thick, durable pan."
550,1557.36,1559.36, Get that nice and hot.
551,1559.36,1561.36, Just a touch of olive oil.
552,1561.36,1563.36, Lamb in.
553,1563.36,1565.36, Hold the bone.
554,1565.36,1567.36, Because you're in control then.
555,1567.36,1569.36, Into the pan.
556,1569.36,1571.36, Want that white fat
557,1571.36,1573.36, to start rendering.
558,1573.36,1575.36, And then we're going to add this
559,1575.36,1577.36, chilies.
560,1577.36,1579.36, Cinnamon.
561,1579.36,1581.36, In.
562,1581.36,1583.36, Mix that up.
563,1583.36,1585.36, And don't be scared.
564,1585.36,1587.36, You're not burning this.
565,1587.36,1589.36, You're sort of searing the lamb shanks.
566,1589.36,1591.36, And this is the important part right at the very beginning.
567,1591.36,1593.36, We're going to have a color on the lamb.
